===============================================================================
Id,TSLA,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
19,TSLA,19,2019-01-29 23:59:59.999989,295.27,298.56,291.8,297.46,4621700.0,0.0,297.459991,TestStrategy,19,737088.9999999999,Broker,19,1000.0,1000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
20,TSLA,20,2019-01-30 23:59:59.999989,300.45,309.0,298.49,308.77,11250300.0,0.0,308.769989,TestStrategy,20,737089.9999999999,Broker,20,1000.0,1000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
21,TSLA,21,2019-01-31 23:59:59.999989,301.0,311.56,294.0,307.02,12569200.0,0.0,307.019989,TestStrategy,21,737090.9999999999,Broker,21,1000.0,1000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
22,TSLA,22,2019-02-01 23:59:59.999989,305.42,316.1,303.5,312.21,7283400.0,0.0,312.209991,TestStrategy,22,737091.9999999999,Broker,22,1000.0,1000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
23,TSLA,23,2019-02-04 23:59:59.999989,312.98,315.3,301.88,312.89,7352100.0,0.0,312.890015,TestStrategy,23,737094.9999999999,Broker,23,1000.0,1000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
24,TSLA,24,2019-02-05 23:59:59.999989,312.49,322.44,312.25,321.35,6742800.0,0.0,321.350006,TestStrategy,24,737095.9999999999,Broker,24,1000.0,1000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
25,TSLA,25,2019-02-06 23:59:59.999989,319.59,324.24,315.62,317.22,5038500.0,0.0,317.220001,TestStrategy,25,737096.9999999999,Broker,25,1000.0,1000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,
26,TSLA,26,2019-02-07 23:59:59.999989,313.3,314.7,303.0,307.51,6520600.0,0.0,307.51001,TestStrategy,26,737097.9999999999,Broker,26,1000.0,1000.0,BuySell,26,,,Trades - Net Profit/Loss,26,,
27,TSLA,27,2019-02-08 23:59:59.999989,306.83,307.45,298.5,305.8,5844200.0,0.0,305.799988,TestStrategy,27,737098.9999999999,Broker,27,1000.0,1000.0,BuySell,27,,,Trades - Net Profit/Loss,27,,
28,TSLA,28,2019-02-11 23:59:59.999989,311.6,318.6,310.5,312.84,7129700.0,0.0,312.839996,TestStrategy,28,737101.9999999999,Broker,28,1000.0,1000.0,BuySell,28,,,Trades - Net Profit/Loss,28,,
29,TSLA,29,2019-02-12 23:59:59.999989,316.2,318.19,309.62,311.81,5517600.0,0.0,311.809998,TestStrategy,29,737102.9999999999,Broker,29,1000.0,1000.0,BuySell,29,,,Trades - Net Profit/Loss,29,,
30,TSLA,30,2019-02-13 23:59:59.999989,312.35,312.75,305.57,308.17,5141600.0,0.0,308.170013,TestStrategy,30,737103.9999999999,Broker,30,1000.0,1000.0,BuySell,30,,,Trades - Net Profit/Loss,30,,
31,TSLA,31,2019-02-14 23:59:59.999989,303.38,306.77,301.0,303.77,5200800.0,0.0,303.769989,TestStrategy,31,737104.9999999999,Broker,31,1000.0,1000.0,BuySell,31,,,Trades - Net Profit/Loss,31,,
32,TSLA,32,2019-02-15 23:59:59.999989,304.5,308.0,303.9,307.88,3904900.0,0.0,307.880005,TestStrategy,32,737105.9999999999,Broker,32,1000.0,1000.0,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,TSLA,33,2019-02-19 23:59:59.999989,306.56,311.54,305.47,305.64,4168400.0,0.0,305.640015,TestStrategy,33,737109.9999999999,Broker,33,1000.0,1000.0,BuySell,33,,,Trades - Net Profit/Loss,33,,
34,TSLA,34,2019-02-20 23:59:59.999989,304.41,306.3,299.0,302.56,7142100.0,0.0,302.559998,TestStrategy,34,737110.9999999999,Broker,34,1000.0,1000.0,BuySell,34,,,Trades - Net Profit/Loss,34,,
35,TSLA,35,2019-02-21 23:59:59.999989,301.81,303.24,290.5,291.23,8909200.0,0.0,291.230011,TestStrategy,35,737111.9999999999,Broker,35,1000.0,1000.0,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,TSLA,36,2019-02-22 23:59:59.999989,294.49,296.5,292.1,294.71,5740600.0,0.0,294.709991,TestStrategy,36,737112.9999999999,Broker,36,1000.0,1000.0,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,TSLA,37,2019-02-25 23:59:59.999989,297.91,302.9,297.0,298.77,6626500.0,0.0,298.769989,TestStrategy,37,737115.9999999999,Broker,37,1000.0,1000.0,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,TSLA,38,2019-02-26 23:59:59.999989,292.22,302.01,288.77,297.86,8582500.0,0.0,297.859985,TestStrategy,38,737116.9999999999,Broker,38,1000.0,1000.0,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,TSLA,39,2019-02-27 23:59:59.999989,301.78,316.3,300.55,314.74,11183900.0,0.0,314.73999,TestStrategy,39,737117.9999999999,Broker,39,1000.0,1000.0,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,TSLA,40,2019-02-28 23:59:59.999989,318.92,320.0,310.81,319.88,10520700.0,0.0,319.880005,TestStrategy,40,737118.9999999999,Broker,40,1000.0,1000.0,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,TSLA,41,2019-03-01 23:59:59.999989,306.94,307.13,291.9,294.79,22911400.0,0.0,294.790009,TestStrategy,41,737119.9999999999,Broker,41,1000.0,1000.0,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,TSLA,42,2019-03-04 23:59:59.999989,298.12,299.0,282.78,285.36,17096800.0,0.0,285.359985,TestStrategy,42,737122.9999999999,Broker,42,1000.0,1000.0,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,TSLA,43,2019-03-05 23:59:59.999989,282.0,284.0,270.1,276.54,18764700.0,0.0,276.540009,TestStrategy,43,737123.9999999999,Broker,43,1000.0,1000.0,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,TSLA,44,2019-03-06 23:59:59.999989,276.48,281.51,274.39,276.24,10335500.0,0.0,276.23999,TestStrategy,44,737124.9999999999,Broker,44,1000.0,1000.0,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,TSLA,45,2019-03-07 23:59:59.999989,278.84,284.7,274.25,276.59,9442500.0,0.0,276.589996,TestStrategy,45,737125.9999999999,Broker,45,1000.0,1000.0,BuySell,45,,,Trades - Net Profit/Loss,45,,
46,TSLA,46,2019-03-08 23:59:59.999989,276.91,285.59,275.89,284.14,8819600.0,0.0,284.140015,TestStrategy,46,737126.9999999999,Broker,46,1000.0,1000.0,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,TSLA,47,2019-03-11 23:59:59.999989,283.52,291.28,280.5,290.92,7392300.0,0.0,290.920013,TestStrategy,47,737129.9999999999,Broker,47,1000.0,1000.0,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,TSLA,48,2019-03-12 23:59:59.999989,286.49,288.07,281.06,283.36,7504100.0,0.0,283.359985,TestStrategy,48,737130.9999999999,Broker,48,1000.0,1000.0,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,TSLA,49,2019-03-13 23:59:59.999989,283.9,291.99,282.7,288.96,6844700.0,0.0,288.959991,TestStrategy,49,737131.9999999999,Broker,49,1000.0,1000.0,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,TSLA,50,2019-03-14 23:59:59.999989,292.45,295.39,288.29,289.96,7103400.0,0.0,289.959991,TestStrategy,50,737132.9999999999,Broker,50,1000.0,1000.0,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,TSLA,51,2019-03-15 23:59:59.999989,283.51,283.72,274.4,275.43,14785500.0,0.0,275.429993,TestStrategy,51,737133.9999999999,Broker,51,1000.0,1000.0,BuySell,51,,,Trades - Net Profit/Loss,51,,
52,TSLA,52,2019-03-18 23:59:59.999989,276.0,278.05,267.3,269.49,10281000.0,0.0,269.48999,TestStrategy,52,737136.9999999999,Broker,52,1000.0,1000.0,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,TSLA,53,2019-03-19 23:59:59.999989,267.5,273.3,263.46,267.47,11800600.0,0.0,267.470001,TestStrategy,53,737137.9999999999,Broker,53,1000.0,1000.0,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,TSLA,54,2019-03-20 23:59:59.999989,269.69,274.97,266.3,273.6,6908200.0,0.0,273.600006,TestStrategy,54,737138.9999999999,Broker,54,1000.0,1000.0,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,TSLA,55,2019-03-21 23:59:59.999989,272.6,276.45,268.45,274.02,5947100.0,0.0,274.019989,TestStrategy,55,737139.9999999999,Broker,55,1000.0,1000.0,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,TSLA,56,2019-03-22 23:59:59.999989,272.58,272.8,264.0,264.53,8745600.0,0.0,264.529999,TestStrategy,56,737140.9999999999,Broker,56,1000.0,1000.0,BuySell,56,,,Trades - Net Profit/Loss,56,,
57,TSLA,57,2019-03-25 23:59:59.999989,259.71,263.18,254.46,260.42,10215000.0,0.0,260.420013,TestStrategy,57,737143.9999999999,Broker,57,1000.0,1000.0,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,TSLA,58,2019-03-26 23:59:59.999989,264.44,270.26,264.43,267.77,7350900.0,0.0,267.769989,TestStrategy,58,737144.9999999999,Broker,58,1000.0,1000.0,BuySell,58,,,Trades - Net Profit/Loss,58,,
59,TSLA,59,2019-03-27 23:59:59.999989,268.75,275.37,268.18,274.83,8779200.0,0.0,274.829987,TestStrategy,59,737145.9999999999,Broker,59,1000.0,1000.0,BuySell,59,,,Trades - Net Profit/Loss,59,,
60,TSLA,60,2019-03-28 23:59:59.999989,277.16,280.33,275.1,278.62,6774100.0,0.0,278.619995,TestStrategy,60,737146.9999999999,Broker,60,1000.0,1000.0,BuySell,60,,,Trades - Net Profit/Loss,60,,
61,TSLA,61,2019-03-29 23:59:59.999989,278.7,280.16,274.5,279.86,5991300.0,0.0,279.859985,TestStrategy,61,737147.9999999999,Broker,61,1000.0,1000.0,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,TSLA,62,2019-04-01 23:59:59.999989,282.62,289.2,281.28,289.18,8110400.0,0.0,289.179993,TestStrategy,62,737150.9999999999,Broker,62,1000.0,1000.0,BuySell,62,,,Trades - Net Profit/Loss,62,,
63,TSLA,63,2019-04-02 23:59:59.999989,288.3,289.44,283.88,285.88,5478900.0,0.0,285.880005,TestStrategy,63,737151.9999999999,Broker,63,1000.0,1000.0,BuySell,63,,,Trades - Net Profit/Loss,63,,
64,TSLA,64,2019-04-03 23:59:59.999989,287.32,296.17,287.17,291.81,7929900.0,0.0,291.809998,TestStrategy,64,737152.9999999999,Broker,64,1000.0,1000.0,BuySell,64,,,Trades - Net Profit/Loss,64,,
65,TSLA,65,2019-04-04 23:59:59.999989,261.89,271.2,260.59,267.78,23720700.0,0.0,267.779999,TestStrategy,65,737153.9999999999,Broker,65,1000.0,1000.0,BuySell,65,,,Trades - Net Profit/Loss,65,,
66,TSLA,66,2019-04-05 23:59:59.999989,269.86,276.1,266.11,274.96,13038300.0,0.0,274.959991,TestStrategy,66,737154.9999999999,Broker,66,1000.0,1000.0,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,TSLA,67,2019-04-08 23:59:59.999989,277.69,281.16,270.44,273.2,10410400.0,0.0,273.200012,TestStrategy,67,737157.9999999999,Broker,67,1000.0,1000.0,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,TSLA,68,2019-04-09 23:59:59.999989,271.65,275.0,269.61,272.31,5904000.0,0.0,272.309998,TestStrategy,68,737158.9999999999,Broker,68,1000.0,1000.0,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,TSLA,69,2019-04-10 23:59:59.999989,276.74,278.38,272.89,276.06,7061300.0,0.0,276.059998,TestStrategy,69,737159.9999999999,Broker,69,1000.0,1000.0,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,TSLA,70,2019-04-11 23:59:59.999989,268.3,270.5,265.6,268.42,9835900.0,0.0,268.420013,TestStrategy,70,737160.9999999999,Broker,70,1000.0,1000.0,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,TSLA,71,2019-04-12 23:59:59.999989,270.22,271.95,266.83,267.7,6746000.0,0.0,267.700012,TestStrategy,71,737161.9999999999,Broker,71,1000.0,1000.0,BuySell,71,,,Trades - Net Profit/Loss,71,,
72,TSLA,72,2019-04-15 23:59:59.999989,268.63,268.88,258.63,266.38,10038600.0,0.0,266.380005,TestStrategy,72,737164.9999999999,Broker,72,1000.0,1000.0,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,TSLA,73,2019-04-16 23:59:59.999989,265.75,275.0,264.72,273.36,7272900.0,0.0,273.359985,TestStrategy,73,737165.9999999999,Broker,73,1000.0,1000.0,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,TSLA,74,2019-04-17 23:59:59.999989,274.75,274.79,268.54,271.23,5126500.0,0.0,271.230011,TestStrategy,74,737166.9999999999,Broker,74,1000.0,1000.0,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,TSLA,75,2019-04-18 23:59:59.999989,271.23,274.84,269.75,273.26,5876300.0,0.0,273.26001,TestStrategy,75,737167.9999999999,Broker,75,1000.0,1000.0,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,TSLA,76,2019-04-22 23:59:59.999989,269.0,269.68,262.48,262.75,12147100.0,0.0,262.75,TestStrategy,76,737171.9999999999,Broker,76,1000.0,1000.0,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,TSLA,77,2019-04-23 23:59:59.999989,260.15,265.6,255.75,263.9,10943900.0,0.0,263.899994,TestStrategy,77,737172.9999999999,Broker,77,1000.0,1000.0,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,TSLA,78,2019-04-24 23:59:59.999989,263.85,265.32,258.0,258.66,10727500.0,0.0,258.660004,TestStrategy,78,737173.9999999999,Broker,78,1000.0,1000.0,BuySell,78,,,Trades - Net Profit/Loss,78,,
79,TSLA,79,2019-04-25 23:59:59.999989,255.0,259.0,246.07,247.63,21849400.0,0.0,247.630005,TestStrategy,79,737174.9999999999,Broker,79,1000.0,1000.0,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,TSLA,80,2019-04-26 23:59:59.999989,246.5,246.68,231.13,235.14,22360700.0,0.0,235.139999,TestStrategy,80,737175.9999999999,Broker,80,1000.0,1000.0,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,TSLA,81,2019-04-29 23:59:59.999989,235.86,243.98,232.17,241.47,16714500.0,0.0,241.470001,TestStrategy,81,737178.9999999999,Broker,81,1000.0,1000.0,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,TSLA,82,2019-04-30 23:59:59.999989,242.06,244.21,237.0,238.69,9464600.0,0.0,238.690002,TestStrategy,82,737179.9999999999,Broker,82,1000.0,1000.0,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,TSLA,83,2019-05-01 23:59:59.999989,238.85,240.0,231.5,234.01,10704400.0,0.0,234.009995,TestStrategy,83,737180.9999999999,Broker,83,1000.0,1000.0,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,TSLA,84,2019-05-02 23:59:59.999989,245.52,247.13,237.72,244.1,18159300.0,0.0,244.100006,TestStrategy,84,737181.9999999999,Broker,84,1000.0,1000.0,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,TSLA,85,2019-05-03 23:59:59.999989,243.86,256.61,243.49,255.03,23706800.0,0.0,255.029999,TestStrategy,85,737182.9999999999,Broker,85,1000.0,1000.0,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,TSLA,86,2019-05-06 23:59:59.999989,250.02,258.35,248.5,255.34,10833900.0,0.0,255.339996,TestStrategy,86,737185.9999999999,Broker,86,1000.0,1000.0,BuySell,86,,,Trades - Net Profit/Loss,86,,
87,TSLA,87,2019-05-07 23:59:59.999989,256.8,257.21,245.1,247.06,10131400.0,0.0,247.059998,TestStrategy,87,737186.9999999999,Broker,87,1000.0,1000.0,BuySell,87,,,Trades - Net Profit/Loss,87,,
88,TSLA,88,2019-05-08 23:59:59.999989,246.94,250.6,244.2,244.84,6176400.0,0.0,244.839996,TestStrategy,88,737187.9999999999,Broker,88,1000.0,1000.0,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,TSLA,89,2019-05-09 23:59:59.999989,242.0,243.68,236.94,241.98,6711400.0,0.0,241.979996,TestStrategy,89,737188.9999999999,Broker,89,1000.0,1000.0,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,TSLA,90,2019-05-10 23:59:59.999989,239.75,241.99,236.02,239.52,7008300.0,0.0,239.520004,TestStrategy,90,737189.9999999999,Broker,90,1000.0,1000.0,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,TSLA,91,2019-05-13 23:59:59.999989,232.01,232.47,224.5,227.01,10834800.0,0.0,227.009995,TestStrategy,91,737192.9999999999,Broker,91,1000.0,1000.0,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,TSLA,92,2019-05-14 23:59:59.999989,229.3,234.5,228.0,232.31,7252400.0,0.0,232.309998,TestStrategy,92,737193.9999999999,Broker,92,1000.0,1000.0,BuySell,92,,,Trades - Net Profit/Loss,92,,
93,TSLA,93,2019-05-15 23:59:59.999989,229.32,232.44,225.25,231.95,7296000.0,0.0,231.949997,TestStrategy,93,737194.9999999999,Broker,93,1000.0,1000.0,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,TSLA,94,2019-05-16 23:59:59.999989,229.49,231.0,226.5,228.33,7483300.0,0.0,228.330002,TestStrategy,94,737195.9999999999,Broker,94,1000.0,1000.0,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,TSLA,95,2019-05-17 23:59:59.999989,221.96,222.24,208.92,211.03,17786700.0,0.0,211.029999,TestStrategy,95,737196.9999999999,Broker,95,1000.0,1000.0,BuySell,95,,,Trades - Net Profit/Loss,95,,
96,TSLA,96,2019-05-20 23:59:59.999989,202.8,206.0,195.25,205.36,20526200.0,0.0,205.360001,TestStrategy,96,737199.9999999999,Broker,96,1000.0,1000.0,BuySell,96,,,Trades - Net Profit/Loss,96,,
97,TSLA,97,2019-05-21 23:59:59.999989,197.76,207.4,196.04,205.08,18003900.0,0.0,205.080002,TestStrategy,97,737200.9999999999,Broker,97,1000.0,1000.0,BuySell,97,,,Trades - Net Profit/Loss,97,,
98,TSLA,98,2019-05-22 23:59:59.999989,199.1,203.94,191.78,192.73,18685200.0,0.0,192.729996,TestStrategy,98,737201.9999999999,Broker,98,1000.0,1000.0,BuySell,98,,,Trades - Net Profit/Loss,98,,
99,TSLA,99,2019-05-23 23:59:59.999989,194.34,199.47,186.22,195.49,26547100.0,0.0,195.490005,TestStrategy,99,737202.9999999999,Broker,99,1000.0,1000.0,BuySell,99,,,Trades - Net Profit/Loss,99,,
100,TSLA,100,2019-05-24 23:59:59.999989,199.83,199.98,188.75,190.63,14136600.0,0.0,190.630005,TestStrategy,100,737203.9999999999,Broker,100,1000.0,1000.0,BuySell,100,,,Trades - Net Profit/Loss,100,,
101,TSLA,101,2019-05-28 23:59:59.999989,191.2,195.0,187.85,188.7,10312900.0,0.0,188.699997,TestStrategy,101,737207.9999999999,Broker,101,1000.0,1000.0,BuySell,101,,,Trades - Net Profit/Loss,101,,
102,TSLA,102,2019-05-29 23:59:59.999989,187.1,192.39,185.04,189.86,11968600.0,0.0,189.860001,TestStrategy,102,737208.9999999999,Broker,102,1000.0,1000.0,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,TSLA,103,2019-05-30 23:59:59.999989,188.75,192.26,187.02,188.22,7926500.0,0.0,188.220001,TestStrategy,103,737209.9999999999,Broker,103,1000.0,1000.0,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,TSLA,104,2019-05-31 23:59:59.999989,185.1,189.92,184.1,185.16,10406700.0,0.0,185.160004,TestStrategy,104,737210.9999999999,Broker,104,1000.0,1000.0,BuySell,104,,,Trades - Net Profit/Loss,104,,
105,TSLA,105,2019-06-03 23:59:59.999989,185.51,186.68,176.99,178.97,13064400.0,0.0,178.970001,TestStrategy,105,737213.9999999999,Broker,105,1000.0,1000.0,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,TSLA,106,2019-06-04 23:59:59.999989,181.1,193.98,179.61,193.6,13807500.0,0.0,193.600006,TestStrategy,106,737214.9999999999,Broker,106,1000.0,1000.0,BuySell,106,,,Trades - Net Profit/Loss,106,,
107,TSLA,107,2019-06-05 23:59:59.999989,198.68,201.28,191.85,196.59,13510800.0,0.0,196.589996,TestStrategy,107,737215.9999999999,Broker,107,1000.0,1000.0,BuySell,107,,,Trades - Net Profit/Loss,107,,
108,TSLA,108,2019-06-06 23:59:59.999989,204.44,211.0,201.8,205.95,20242200.0,0.0,205.949997,TestStrategy,108,737216.9999999999,Broker,108,1000.0,1000.0,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,TSLA,109,2019-06-07 23:59:59.999989,205.0,210.84,203.5,204.5,16003500.0,0.0,204.5,TestStrategy,109,737217.9999999999,Broker,109,1000.0,1000.0,BuySell,109,,,Trades - Net Profit/Loss,109,,
110,TSLA,110,2019-06-10 23:59:59.999989,210.25,216.94,209.01,212.88,10585000.0,0.0,212.880005,TestStrategy,110,737220.9999999999,Broker,110,1000.0,1000.0,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,TSLA,111,2019-06-11 23:59:59.999989,219.14,220.9,213.5,217.1,11653500.0,0.0,217.100006,TestStrategy,111,737221.9999999999,Broker,111,1000.0,1000.0,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,TSLA,112,2019-06-12 23:59:59.999989,222.95,223.38,209.0,209.26,15186200.0,0.0,209.259995,TestStrategy,112,737222.9999999999,Broker,112,1000.0,1000.0,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,TSLA,113,2019-06-13 23:59:59.999989,210.38,214.9,207.51,213.91,8168300.0,0.0,213.910004,TestStrategy,113,737223.9999999999,Broker,113,1000.0,1000.0,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,TSLA,114,2019-06-14 23:59:59.999989,211.25,216.65,210.4,214.92,7433400.0,0.0,214.919998,TestStrategy,114,737224.9999999999,Broker,114,1000.0,1000.0,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,TSLA,115,2019-06-17 23:59:59.999989,215.48,227.0,214.27,225.03,12316800.0,0.0,225.029999,TestStrategy,115,737227.9999999999,Broker,115,1000.0,1000.0,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,TSLA,116,2019-06-18 23:59:59.999989,228.72,234.74,222.56,224.74,12715800.0,0.0,224.740005,TestStrategy,116,737228.9999999999,Broker,116,1000.0,1000.0,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,TSLA,117,2019-06-19 23:59:59.999989,225.11,227.77,221.06,226.43,6575100.0,0.0,226.429993,TestStrategy,117,737229.9999999999,Broker,117,1000.0,1000.0,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,TSLA,118,2019-06-20 23:59:59.999989,223.0,226.9,216.35,219.62,11863500.0,0.0,219.619995,TestStrategy,118,737230.9999999999,Broker,118,1000.0,1000.0,BuySell,118,,,Trades - Net Profit/Loss,118,,
