===============================================================================
Id,oracle,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
114,oracle,114,2000-06-14 23:59:59.999989,36.41,36.47,35.02,35.13,37315538.0,0.0,35.134857,TestStrategy,114,730285.9999999999,Broker,114,9978.699999999999,10013.829999999998,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,oracle,115,2000-06-15 23:59:59.999989,35.25,36.75,35.19,36.69,41357173.0,0.0,36.691471,TestStrategy,115,730286.9999999999,Broker,115,9978.699999999999,10015.39,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,oracle,116,2000-06-16 23:59:59.999989,36.41,37.25,36.05,36.41,47110595.0,0.0,36.413494,TestStrategy,116,730287.9999999999,Broker,116,9978.699999999999,10015.109999999999,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,oracle,117,2000-06-19 23:59:59.999989,36.5,38.28,36.14,38.25,57423007.0,0.0,38.248077,TestStrategy,117,730290.9999999999,Broker,117,9978.699999999999,10016.949999999999,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,oracle,118,2000-06-20 23:59:59.999989,38.67,38.97,37.58,38.27,64298194.0,0.0,38.268883,TestStrategy,118,730291.9999999999,Broker,118,9978.699999999999,10016.97,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,oracle,119,2000-06-21 23:59:59.999989,35.94,38.86,35.72,38.33,121478365.0,0.0,38.331463,TestStrategy,119,730292.9999999999,Broker,119,9978.699999999999,10017.029999999999,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,oracle,120,2000-06-22 23:59:59.999989,37.64,37.91,36.19,36.25,47336771.0,0.0,36.246731,TestStrategy,120,730293.9999999999,Broker,120,9978.699999999999,10014.949999999999,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,oracle,121,2000-06-23 23:59:59.999989,35.94,36.24,34.94,35.36,45692461.0,0.0,35.357239,TestStrategy,121,730294.9999999999,Broker,121,9978.699999999999,10014.06,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,oracle,122,2000-06-26 23:59:59.999989,35.69,37.11,35.25,36.77,43780588.0,0.0,36.774857,TestStrategy,122,730297.9999999999,Broker,122,9978.699999999999,10015.47,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,oracle,123,2000-06-27 23:59:59.999989,36.64,37.33,36.33,36.58,32132564.0,0.0,36.580284,TestStrategy,123,730298.9999999999,Broker,123,9978.699999999999,10015.279999999999,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,oracle,124,2000-06-28 23:59:59.999989,36.5,37.8,36.33,36.89,36093479.0,0.0,36.886051,TestStrategy,124,730299.9999999999,Broker,124,9978.699999999999,10015.589999999998,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,oracle,125,2000-06-29 23:59:59.999989,36.5,36.97,35.39,35.97,40193596.0,0.0,35.96875,TestStrategy,125,730300.9999999999,Broker,125,9978.699999999999,10014.669999999998,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,oracle,126,2000-06-30 23:59:59.999989,35.75,37.58,35.58,37.39,42825657.0,0.0,37.386383,TestStrategy,126,730301.9999999999,Broker,126,9978.699999999999,10016.089999999998,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,oracle,127,2000-07-03 23:59:59.999989,36.08,36.36,35.08,35.66,47371174.0,0.0,35.663002,TestStrategy,127,730304.9999999999,Broker,127,9978.699999999999,10014.359999999999,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,oracle,128,2000-07-05 23:59:59.999989,34.16,34.52,32.11,32.16,106391520.0,0.0,32.160625,TestStrategy,128,730306.9999999999,Broker,128,9978.699999999999,10010.859999999999,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,oracle,129,2000-07-06 23:59:59.999989,31.91,33.75,31.91,33.63,56811191.0,0.0,33.63385,TestStrategy,129,730307.9999999999,Broker,129,9978.699999999999,10012.329999999998,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,oracle,130,2000-07-07 23:59:59.999989,33.77,34.25,33.58,33.75,35391293.0,0.0,33.745026,TestStrategy,130,730308.9999999999,Broker,130,9978.699999999999,10012.449999999999,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,oracle,131,2000-07-10 23:59:59.999989,33.19,33.58,32.41,32.97,49418855.0,0.0,32.96674,TestStrategy,131,730311.9999999999,Broker,131,9978.699999999999,10011.669999999998,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,oracle,132,2000-07-11 23:59:59.999989,32.74,33.47,31.63,32.16,47354548.0,0.0,32.160625,TestStrategy,132,730312.9999999999,Broker,132,9978.699999999999,10010.859999999999,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,oracle,133,2000-07-12 23:59:59.999989,32.66,33.41,32.47,33.22,38638316.0,0.0,33.216896,TestStrategy,133,730313.9999999999,Broker,133,9978.699999999999,10011.919999999998,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,oracle,134,2000-07-13 23:59:59.999989,33.69,34.08,33.24,33.69,46796928.0,0.0,33.689434,TestStrategy,134,730314.9999999999,Broker,134,9978.699999999999,10012.39,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,oracle,135,2000-07-14 23:59:59.999989,33.88,34.02,33.41,33.86,35651883.0,0.0,33.85622,TestStrategy,135,730315.9999999999,Broker,135,9978.699999999999,10012.56,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,oracle,136,2000-07-17 23:59:59.999989,33.49,34.69,32.94,33.86,36412768.0,0.0,33.85622,TestStrategy,136,730318.9999999999,Broker,136,9978.699999999999,10012.56,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,oracle,137,2000-07-18 23:59:59.999989,33.66,34.08,32.94,32.99,33690066.0,0.0,32.994545,TestStrategy,137,730319.9999999999,Broker,137,9978.699999999999,10011.689999999999,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,oracle,138,2000-07-19 23:59:59.999989,33.36,33.77,32.47,32.8,35479434.0,0.0,32.799942,TestStrategy,138,730320.9999999999,Broker,138,9978.699999999999,10011.499999999998,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,oracle,139,2000-07-20 23:59:59.999989,33.27,35.13,33.24,34.75,39777853.0,0.0,34.745701,TestStrategy,139,730321.9999999999,Broker,139,9978.699999999999,10013.449999999999,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,oracle,140,2000-07-21 23:59:59.999989,34.44,34.55,33.38,33.55,34767112.0,0.0,33.550453,TestStrategy,140,730322.9999999999,Broker,140,9978.699999999999,10012.249999999998,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,oracle,141,2000-07-24 23:59:59.999989,34.3,34.97,33.33,33.36,42788806.0,0.0,33.355862,TestStrategy,141,730325.9999999999,Broker,141,9978.699999999999,10012.06,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,oracle,142,2000-07-25 23:59:59.999989,33.75,34.02,33.05,33.8,30487350.0,0.0,33.800629,TestStrategy,142,730326.9999999999,Broker,142,9978.699999999999,10012.499999999998,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,oracle,143,2000-07-26 23:59:59.999989,33.27,34.69,32.94,34.13,35780496.0,0.0,34.134186,TestStrategy,143,730327.9999999999,Broker,143,9978.699999999999,10012.829999999998,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,oracle,144,2000-07-27 23:59:59.999989,33.77,34.69,33.36,33.38,36581625.0,0.0,33.383682,TestStrategy,144,730328.9999999999,Broker,144,9978.699999999999,10012.079999999998,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,oracle,145,2000-07-28 23:59:59.999989,33.41,34.0,31.6,32.19,37328568.0,0.0,32.188431,TestStrategy,145,730329.9999999999,Broker,145,9978.699999999999,10010.89,BuySell,145,,,Trades - Net Profit/Loss,145,,
146,oracle,146,2000-07-31 23:59:59.999989,31.91,33.58,31.74,33.44,38681036.0,0.0,33.43927,TestStrategy,146,730332.9999999999,Broker,146,9978.699999999999,10012.14,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,oracle,147,2000-08-01 23:59:59.999989,33.44,33.75,32.41,32.52,33941682.0,0.0,32.521992,TestStrategy,147,730333.9999999999,Broker,147,9978.699999999999,10011.22,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,oracle,148,2000-08-02 23:59:59.999989,32.47,33.47,32.19,32.52,34081313.0,0.0,32.521992,TestStrategy,148,730334.9999999999,Broker,148,9978.699999999999,10011.22,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,oracle,149,2000-08-03 23:59:59.999989,32.38,34.47,31.85,34.44,50524677.0,0.0,34.439945,TestStrategy,149,730335.9999999999,Broker,149,9978.699999999999,10013.14,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,oracle,150,2000-08-04 23:59:59.999989,34.83,36.61,34.75,36.27,82307374.0,0.0,36.274521,TestStrategy,150,730336.9999999999,Broker,150,9978.699999999999,10014.97,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,oracle,151,2000-08-07 23:59:59.999989,35.97,36.64,35.91,36.41,45814347.0,0.0,36.413494,TestStrategy,151,730339.9999999999,Broker,151,9978.699999999999,10015.109999999999,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,oracle,152,2000-08-08 23:59:59.999989,36.02,37.03,35.94,36.91,39271698.0,0.0,36.913853,TestStrategy,152,730340.9999999999,Broker,152,9978.699999999999,10015.609999999999,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,oracle,153,2000-08-09 23:59:59.999989,37.14,37.48,36.11,36.19,34678285.0,0.0,36.191139,TestStrategy,153,730341.9999999999,Broker,153,9978.699999999999,10014.89,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,oracle,154,2000-08-10 23:59:59.999989,36.22,36.64,35.58,35.61,27471917.0,0.0,35.607403,TestStrategy,154,730342.9999999999,Broker,154,9978.699999999999,10014.31,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,oracle,155,2000-08-11 23:59:59.999989,35.55,36.44,35.25,36.08,24853336.0,0.0,36.079948,TestStrategy,155,730343.9999999999,Broker,155,9978.699999999999,10014.779999999999,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,oracle,156,2000-08-14 23:59:59.999989,35.66,36.72,35.52,36.64,24578349.0,0.0,36.635876,TestStrategy,156,730346.9999999999,Broker,156,9978.699999999999,10015.339999999998,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,oracle,157,2000-08-15 23:59:59.999989,36.44,37.16,36.08,36.14,35086161.0,0.0,36.135544,TestStrategy,157,730347.9999999999,Broker,157,9978.699999999999,10014.839999999998,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,oracle,158,2000-08-16 23:59:59.999989,36.19,36.58,36.05,36.11,25518210.0,0.0,36.107746,TestStrategy,158,730348.9999999999,Broker,158,9978.699999999999,10014.81,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,oracle,159,2000-08-17 23:59:59.999989,35.97,37.39,35.94,37.33,33822738.0,0.0,37.330799,TestStrategy,159,730349.9999999999,Broker,159,9978.699999999999,10016.029999999999,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,oracle,160,2000-08-18 23:59:59.999989,37.14,37.69,36.08,36.16,34987673.0,0.0,36.163345,TestStrategy,160,730350.9999999999,Broker,160,9978.699999999999,10014.859999999999,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,oracle,161,2000-08-21 23:59:59.999989,36.52,37.08,35.92,37.0,22817118.0,0.0,36.997227,TestStrategy,161,730353.9999999999,Broker,161,9978.699999999999,10015.699999999999,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,oracle,162,2000-08-22 23:59:59.999989,36.86,37.44,36.55,37.16,26140372.0,0.0,37.164005,TestStrategy,162,730354.9999999999,Broker,162,9978.699999999999,10015.859999999999,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,oracle,163,2000-08-23 23:59:59.999989,36.89,36.97,36.02,36.86,28223796.0,0.0,36.858265,TestStrategy,163,730355.9999999999,Broker,163,9978.699999999999,10015.56,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,oracle,164,2000-08-24 23:59:59.999989,36.86,37.83,36.77,37.66,45434117.0,0.0,37.664349,TestStrategy,164,730356.9999999999,Broker,164,9978.699999999999,10016.359999999999,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,oracle,165,2000-08-25 23:59:59.999989,37.66,38.61,37.58,37.64,30204492.0,0.0,37.636555,TestStrategy,165,730357.9999999999,Broker,165,9978.699999999999,10016.339999999998,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,oracle,166,2000-08-28 23:59:59.999989,37.8,39.11,37.78,38.58,29043150.0,0.0,38.581642,TestStrategy,166,730360.9999999999,Broker,166,9978.699999999999,10017.279999999999,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,oracle,167,2000-08-29 23:59:59.999989,38.61,39.7,38.5,39.03,42359774.0,0.0,39.026379,TestStrategy,167,730361.9999999999,Broker,167,9978.699999999999,10017.73,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,oracle,168,2000-08-30 23:59:59.999989,39.0,39.5,38.75,39.25,30436981.0,0.0,39.24876,TestStrategy,168,730362.9999999999,Broker,168,9978.699999999999,10017.949999999999,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,oracle,169,2000-08-31 23:59:59.999989,39.33,40.47,39.33,40.44,44789705.0,0.0,40.444004,TestStrategy,169,730363.9999999999,Broker,169,9978.699999999999,10019.14,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,oracle,170,2000-09-01 23:59:59.999989,41.01,41.33,40.42,41.19,34196895.0,0.0,41.194511,TestStrategy,170,730364.9999999999,Broker,170,9978.699999999999,10019.89,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,oracle,171,2000-09-05 23:59:59.999989,41.08,41.28,40.28,40.5,28708358.0,0.0,40.499596,TestStrategy,171,730368.9999999999,Broker,171,9978.699999999999,10019.199999999999,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,oracle,172,2000-09-06 23:59:59.999989,40.64,40.81,39.61,39.69,43252869.0,0.0,39.693497,TestStrategy,172,730369.9999999999,Broker,172,9978.699999999999,10018.39,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,oracle,173,2000-09-07 23:59:59.999989,40.08,40.81,39.8,40.56,32107149.0,0.0,40.555202,TestStrategy,173,730370.9999999999,Broker,173,9978.699999999999,10019.259999999998,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,oracle,174,2000-09-08 23:59:59.999989,40.39,40.42,38.47,38.5,38864275.0,0.0,38.498257,TestStrategy,174,730371.9999999999,Broker,174,9978.699999999999,10017.199999999999,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,oracle,175,2000-09-11 23:59:59.999989,38.28,38.58,36.64,37.11,46610521.0,0.0,37.108418,TestStrategy,175,730374.9999999999,Broker,175,9978.699999999999,10015.81,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,oracle,176,2000-09-12 23:59:59.999989,36.91,37.94,35.16,35.3,55769034.0,0.0,35.301636,TestStrategy,176,730375.9999999999,Broker,176,9978.699999999999,10013.999999999998,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,oracle,177,2000-09-13 23:59:59.999989,34.58,36.8,34.22,36.39,76597127.0,0.0,36.385712,TestStrategy,177,730376.9999999999,Broker,177,9978.699999999999,10015.089999999998,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,oracle,178,2000-09-14 23:59:59.999989,38.41,38.53,36.58,37.78,72143103.0,0.0,37.775547,TestStrategy,178,730377.9999999999,Broker,178,9978.699999999999,10016.48,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,oracle,179,2000-09-15 23:59:59.999989,36.08,36.86,34.69,34.83,138213578.0,0.0,34.829094,TestStrategy,179,730378.9999999999,Broker,179,9978.699999999999,10013.529999999999,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,oracle,180,2000-09-18 23:59:59.999989,35.05,35.58,33.24,34.01,82066996.0,0.0,34.009083,TestStrategy,180,730381.9999999999,Broker,180,9978.699999999999,10012.71,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,oracle,181,2000-09-19 23:59:59.999989,34.44,35.47,33.86,35.27,59807973.0,0.0,35.273842,TestStrategy,181,730382.9999999999,Broker,181,9978.699999999999,10013.97,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,oracle,182,2000-09-20 23:59:59.999989,35.13,35.86,34.47,35.55,41992818.0,0.0,35.551811,TestStrategy,182,730383.9999999999,Broker,182,9978.699999999999,10014.249999999998,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,oracle,183,2000-09-21 23:59:59.999989,35.33,35.58,33.58,35.11,30534340.0,0.0,35.107071,TestStrategy,183,730384.9999999999,Broker,183,9978.699999999999,10013.81,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,oracle,184,2000-09-22 23:59:59.999989,33.77,35.91,33.58,35.91,66025935.0,0.0,35.90617,TestStrategy,184,730385.9999999999,Broker,184,9978.699999999999,10014.609999999999,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,oracle,185,2000-09-25 23:59:59.999989,36.08,36.72,35.02,35.02,39065755.0,0.0,35.02367,TestStrategy,185,730388.9999999999,Broker,185,9978.699999999999,10013.72,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,oracle,186,2000-09-26 23:59:59.999989,35.27,36.02,34.97,35.33,44962151.0,0.0,35.329445,TestStrategy,186,730389.9999999999,Broker,186,9978.699999999999,10014.029999999999,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,oracle,187,2000-09-27 23:59:59.999989,35.66,36.0,34.69,35.52,54194640.0,0.0,35.524014,TestStrategy,187,730390.9999999999,Broker,187,9978.699999999999,10014.22,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,oracle,188,2000-09-28 23:59:59.999989,35.36,36.55,34.86,36.24,47430069.0,0.0,36.239758,TestStrategy,188,730391.9999999999,Broker,188,9978.699999999999,10014.939999999999,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,oracle,189,2000-09-29 23:59:59.999989,36.18,36.33,34.8,35.02,39171884.0,0.0,35.02367,TestStrategy,189,730392.9999999999,Broker,189,9978.699999999999,10013.72,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,oracle,190,2000-10-02 23:59:59.999989,35.47,36.52,34.57,35.02,51868822.0,0.0,35.02367,TestStrategy,190,730395.9999999999,Broker,190,9978.699999999999,10013.72,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,oracle,191,2000-10-03 23:59:59.999989,35.5,36.3,30.58,30.91,108857655.0,0.0,30.909779,TestStrategy,191,730396.9999999999,Broker,191,9978.699999999999,10009.609999999999,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,oracle,192,2000-10-04 23:59:59.999989,29.35,31.47,26.91,30.3,230302721.0,0.0,30.298258,TestStrategy,192,730397.9999999999,Broker,192,9978.699999999999,10008.999999999998,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,oracle,193,2000-10-05 23:59:59.999989,30.38,30.97,29.58,30.38,61064181.0,0.0,30.381655,TestStrategy,193,730398.9999999999,Broker,193,9978.699999999999,10009.079999999998,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,oracle,194,2000-10-06 23:59:59.999989,30.8,31.85,29.74,30.08,60010103.0,0.0,30.075888,TestStrategy,194,730399.9999999999,Broker,194,9978.699999999999,10008.779999999999,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,oracle,195,2000-10-09 23:59:59.999989,30.08,30.58,28.96,29.69,45311349.0,0.0,29.686735,TestStrategy,195,730402.9999999999,Broker,195,9978.699999999999,10008.39,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,oracle,196,2000-10-10 23:59:59.999989,29.38,29.91,28.69,28.74,57278211.0,0.0,28.741648,TestStrategy,196,730403.9999999999,Broker,196,9978.699999999999,10007.439999999999,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,oracle,197,2000-10-11 23:59:59.999989,28.02,29.35,27.57,27.69,80593573.0,0.0,27.685385,TestStrategy,197,730404.9999999999,Broker,197,9978.699999999999,10006.39,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,oracle,198,2000-10-12 23:59:59.999989,28.38,28.85,27.46,28.02,57211875.0,0.0,28.01894,TestStrategy,198,730405.9999999999,Broker,198,9978.699999999999,10006.72,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,oracle,199,2000-10-13 23:59:59.999989,27.57,31.8,27.57,31.69,43298963.0,0.0,31.688086,TestStrategy,199,730406.9999999999,Broker,199,9978.699999999999,10010.39,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,oracle,200,2000-10-16 23:59:59.999989,32.52,32.91,29.69,30.74,41012808.0,0.0,30.743013,TestStrategy,200,730409.9999999999,Broker,200,9978.699999999999,10009.439999999999,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,oracle,201,2000-10-17 23:59:59.999989,31.8,31.91,29.24,29.96,33000811.0,0.0,29.964703,TestStrategy,201,730410.9999999999,Broker,201,9978.699999999999,10008.659999999998,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,oracle,202,2000-10-18 23:59:59.999989,28.07,31.47,27.13,29.85,59076416.0,0.0,29.853519,TestStrategy,202,730411.9999999999,Broker,202,9978.699999999999,10008.55,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,oracle,203,2000-10-19 23:59:59.999989,32.02,32.47,30.8,32.36,44206221.0,0.0,32.355206,TestStrategy,203,730412.9999999999,Broker,203,9978.699999999999,10011.06,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,oracle,204,2000-10-20 23:59:59.999989,32.13,32.47,31.08,31.35,38306663.0,0.0,31.354528,TestStrategy,204,730413.9999999999,Broker,204,9978.699999999999,10010.05,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,oracle,205,2000-10-23 23:59:59.999989,31.3,31.35,29.69,30.3,31834304.0,0.0,30.298258,TestStrategy,205,730416.9999999999,Broker,205,9978.699999999999,10008.999999999998,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,oracle,206,2000-10-24 23:59:59.999989,31.13,32.52,30.69,31.85,41274206.0,0.0,31.854866,TestStrategy,206,730417.9999999999,Broker,206,9978.699999999999,10010.55,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,oracle,207,2000-10-25 23:59:59.999989,32.47,32.58,30.24,30.58,37506440.0,0.0,30.576216,TestStrategy,207,730418.9999999999,Broker,207,9978.699999999999,10009.279999999999,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,oracle,208,2000-10-26 23:59:59.999989,30.91,31.91,27.52,30.3,56196913.0,0.0,30.298258,TestStrategy,208,730419.9999999999,Broker,208,9978.699999999999,10008.999999999998,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,oracle,209,2000-10-27 23:59:59.999989,30.69,31.3,29.35,30.41,39306217.0,0.0,30.409451,TestStrategy,209,730420.9999999999,Broker,209,9978.699999999999,10009.109999999999,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,oracle,210,2000-10-30 23:59:59.999989,30.02,30.35,27.91,28.13,39820898.0,0.0,28.130129,TestStrategy,210,730423.9999999999,Broker,210,9978.699999999999,10006.829999999998,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,oracle,211,2000-10-31 23:59:59.999989,29.02,30.91,28.91,29.35,47084284.0,0.0,29.35317,TestStrategy,211,730424.9999999999,Broker,211,9978.699999999999,10008.05,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,oracle,212,2000-11-01 23:59:59.999989,29.19,29.52,27.02,27.91,70480944.0,0.0,27.907751,TestStrategy,212,730425.9999999999,Broker,212,9978.699999999999,10006.609999999999,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,oracle,213,2000-11-02 23:59:59.999989,28.85,28.91,24.24,26.3,168374556.0,0.0,26.295551,TestStrategy,213,730426.9999999999,Broker,213,9978.699999999999,10004.999999999998,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,oracle,214,2000-11-03 23:59:59.999989,28.02,28.24,26.24,26.96,73095237.0,0.0,26.962673,TestStrategy,214,730427.9999999999,Broker,214,9978.699999999999,10005.659999999998,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,oracle,215,2000-11-06 23:59:59.999989,27.3,27.57,24.46,24.85,84937994.0,0.0,24.850128,TestStrategy,215,730430.9999999999,Broker,215,9978.699999999999,10003.55,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,oracle,216,2000-11-07 23:59:59.999989,25.24,25.29,23.57,23.63,66275043.0,0.0,23.627083,TestStrategy,216,730431.9999999999,Broker,216,9978.699999999999,10002.329999999998,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,oracle,217,2000-11-08 23:59:59.999989,24.35,24.46,21.79,22.07,70872049.0,0.0,22.070478,TestStrategy,217,730432.9999999999,Broker,217,9978.699999999999,10000.769999999999,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,oracle,218,2000-11-09 23:59:59.999989,21.96,24.35,21.4,24.18,75639622.0,0.0,24.183014,TestStrategy,218,730433.9999999999,Broker,218,9978.699999999999,10002.88,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,oracle,219,2000-11-10 23:59:59.999989,23.52,23.96,22.13,22.63,61394046.0,0.0,22.626406,TestStrategy,219,730434.9999999999,Broker,219,9978.699999999999,10001.329999999998,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,oracle,220,2000-11-13 23:59:59.999989,22.35,23.02,20.9,22.01,69312504.0,0.0,22.014885,TestStrategy,220,730437.9999999999,Broker,220,9978.699999999999,10000.71,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,oracle,221,2000-11-14 23:59:59.999989,24.35,25.35,23.57,25.24,87122156.0,0.0,25.239283,TestStrategy,221,730438.9999999999,Broker,221,9978.699999999999,10003.939999999999,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,oracle,222,2000-11-15 23:59:59.999989,25.63,26.18,24.64,25.68,56942389.0,0.0,25.684031,TestStrategy,222,730439.9999999999,Broker,222,9978.699999999999,10004.38,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,oracle,223,2000-11-16 23:59:59.999989,25.57,26.52,24.24,24.35,42706029.0,0.0,24.349798,TestStrategy,223,730440.9999999999,Broker,223,9978.699999999999,10003.05,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,oracle,224,2000-11-17 23:59:59.999989,23.96,26.02,22.46,25.63,67045128.0,0.0,25.628443,TestStrategy,224,730441.9999999999,Broker,224,9978.699999999999,10004.329999999998,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,oracle,225,2000-11-20 23:59:59.999989,21.63,23.02,21.35,22.01,100932410.0,0.0,22.014885,TestStrategy,225,730444.9999999999,Broker,225,9978.699999999999,10000.71,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,oracle,226,2000-11-21 23:59:59.999989,22.07,22.79,20.9,21.24,65933724.0,0.0,21.236578,TestStrategy,226,730445.9999999999,Broker,226,9978.699999999999,9999.939999999999,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,oracle,227,2000-11-22 23:59:59.999989,21.01,21.4,19.62,19.85,59939171.0,0.0,19.846748,TestStrategy,227,730446.9999999999,Broker,227,9978.699999999999,9998.55,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,oracle,228,2000-11-24 23:59:59.999989,20.74,21.57,20.57,21.46,25232324.0,0.0,21.458946,TestStrategy,228,730448.9999999999,Broker,228,9978.699999999999,10000.159999999998,BuySell,228,,,Trades - Net Profit/Loss,228,,
