===============================================================================
Id,TSLA,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
19,TSLA,19,2019-01-29 23:59:59.999989,295.27,298.56,291.8,297.46,4621700.0,0.0,297.459991,TestStrategy,19,737088.9999999999,Broker,19,1000.0,1000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
20,TSLA,20,2019-01-30 23:59:59.999989,300.45,309.0,298.49,308.77,11250300.0,0.0,308.769989,TestStrategy,20,737089.9999999999,Broker,20,1000.0,1000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
21,TSLA,21,2019-01-31 23:59:59.999989,301.0,311.56,294.0,307.02,12569200.0,0.0,307.019989,TestStrategy,21,737090.9999999999,Broker,21,1000.0,1000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
22,TSLA,22,2019-02-01 23:59:59.999989,305.42,316.1,303.5,312.21,7283400.0,0.0,312.209991,TestStrategy,22,737091.9999999999,Broker,22,1000.0,1000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
23,TSLA,23,2019-02-04 23:59:59.999989,312.98,315.3,301.88,312.89,7352100.0,0.0,312.890015,TestStrategy,23,737094.9999999999,Broker,23,1000.0,1000.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
24,TSLA,24,2019-02-05 23:59:59.999989,312.49,322.44,312.25,321.35,6742800.0,0.0,321.350006,TestStrategy,24,737095.9999999999,Broker,24,1000.0,1000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
25,TSLA,25,2019-02-06 23:59:59.999989,319.59,324.24,315.62,317.22,5038500.0,0.0,317.220001,TestStrategy,25,737096.9999999999,Broker,25,1000.0,1000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,
26,TSLA,26,2019-02-07 23:59:59.999989,313.3,314.7,303.0,307.51,6520600.0,0.0,307.51001,TestStrategy,26,737097.9999999999,Broker,26,1000.0,1000.0,BuySell,26,,,Trades - Net Profit/Loss,26,,
27,TSLA,27,2019-02-08 23:59:59.999989,306.83,307.45,298.5,305.8,5844200.0,0.0,305.799988,TestStrategy,27,737098.9999999999,Broker,27,1000.0,1000.0,BuySell,27,,,Trades - Net Profit/Loss,27,,
28,TSLA,28,2019-02-11 23:59:59.999989,311.6,318.6,310.5,312.84,7129700.0,0.0,312.839996,TestStrategy,28,737101.9999999999,Broker,28,1000.0,1000.0,BuySell,28,,,Trades - Net Profit/Loss,28,,
29,TSLA,29,2019-02-12 23:59:59.999989,316.2,318.19,309.62,311.81,5517600.0,0.0,311.809998,TestStrategy,29,737102.9999999999,Broker,29,1000.0,1000.0,BuySell,29,,,Trades - Net Profit/Loss,29,,
30,TSLA,30,2019-02-13 23:59:59.999989,312.35,312.75,305.57,308.17,5141600.0,0.0,308.170013,TestStrategy,30,737103.9999999999,Broker,30,1000.0,1000.0,BuySell,30,,,Trades - Net Profit/Loss,30,,
31,TSLA,31,2019-02-14 23:59:59.999989,303.38,306.77,301.0,303.77,5200800.0,0.0,303.769989,TestStrategy,31,737104.9999999999,Broker,31,1000.0,1000.0,BuySell,31,,,Trades - Net Profit/Loss,31,,
32,TSLA,32,2019-02-15 23:59:59.999989,304.5,308.0,303.9,307.88,3904900.0,0.0,307.880005,TestStrategy,32,737105.9999999999,Broker,32,1000.0,1000.0,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,TSLA,33,2019-02-19 23:59:59.999989,306.56,311.54,305.47,305.64,4168400.0,0.0,305.640015,TestStrategy,33,737109.9999999999,Broker,33,1000.0,1000.0,BuySell,33,,,Trades - Net Profit/Loss,33,,
