===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,cruceSMA_,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - returns:
              - 2019-12-31 00:00:00: 0.0
              - 2020-01-02 00:00:00: 0.0
              - 2020-01-03 00:00:00: 0.0
              - 2020-01-06 00:00:00: 0.0
              - 2020-01-07 00:00:00: 0.0
              - 2020-01-08 00:00:00: 0.0
              - 2020-01-09 00:00:00: 0.0
              - 2020-01-10 00:00:00: 0.0
              - 2020-01-13 00:00:00: 0.0
              - 2020-01-14 00:00:00: 0.0
              - 2020-01-15 00:00:00: 0.0
              - 2020-01-16 00:00:00: 0.0
              - 2020-01-17 00:00:00: 0.0
              - 2020-01-21 00:00:00: 0.0
              - 2020-01-22 00:00:00: 0.0
              - 2020-01-23 00:00:00: 0.0
              - 2020-01-24 00:00:00: 0.0
              - 2020-01-27 00:00:00: 0.0
              - 2020-01-28 00:00:00: 0.0
              - 2020-01-29 00:00:00: 0.0
              - 2020-01-30 00:00:00: 0.0
              - 2020-01-31 00:00:00: 0.0
              - 2020-02-03 00:00:00: 0.0
              - 2020-02-04 00:00:00: 0.0
              - 2020-02-05 00:00:00: 0.0
              - 2020-02-06 00:00:00: 0.0
              - 2020-02-07 00:00:00: 0.0
              - 2020-02-10 00:00:00: 0.0
              - 2020-02-11 00:00:00: 0.0
              - 2020-02-12 00:00:00: 0.0
              - 2020-02-13 00:00:00: 0.0
              - 2020-02-14 00:00:00: 0.0
              - 2020-02-18 00:00:00: 0.0
              - 2020-02-19 00:00:00: 0.0
              - 2020-02-20 00:00:00: 0.0
              - 2020-02-21 00:00:00: 0.0
              - 2020-02-24 00:00:00: 0.0
              - 2020-02-25 00:00:00: 0.0
              - 2020-02-26 00:00:00: -0.015299987792968706
              - 2020-02-27 00:00:00: 0.04856810359922714
              - 2020-02-28 00:00:00: 0.0003874086785455866
              - 2020-03-02 00:00:00: -0.061596948907045035
              - 2020-03-03 00:00:00: 0.024476401022636374
              - 2020-03-04 00:00:00: -0.03378561264533031
              - 2020-03-05 00:00:00: 0.025586848505701143
              - 2020-03-06 00:00:00: 0.009882916575307599
              - 2020-03-09 00:00:00: 0.057509397110849125
              - 2020-03-10 00:00:00: -0.04560372913259969
              - 2020-03-11 00:00:00: 0.024701521976626895
              - 2020-03-12 00:00:00: 0.0661639419713198
              - 2020-03-13 00:00:00: -0.06785308073486862
              - 2020-03-16 00:00:00: 0.08752691090788312
              - 2020-03-17 00:00:00: -0.02396919807046649
              - 2020-03-18 00:00:00: 0.014273531642820192
              - 2020-03-19 00:00:00: 0.004296820322434058
              - 2020-03-20 00:00:00: 0.03517825305293232
              - 2020-03-23 00:00:00: 0.01064971997523978
              - 2020-03-24 00:00:00: -0.04870609656235492
              - 2020-03-25 00:00:00: 0.0030933711571294875
              - 2020-03-26 00:00:00: -0.029296384049965263
              - 2020-03-27 00:00:00: 0.024994737180909832
              - 2020-03-30 00:00:00: -0.016112473332588917
              - 2020-03-31 00:00:00: 0.0012044942809936732
              - 2020-04-01 00:00:00: 0.030955000587596038
              - 2020-04-02 00:00:00: -0.00902111453193366
              - 2020-04-03 00:00:00: 0.007970989504123116
              - 2020-04-06 00:00:00: -0.04731307914633054
              - 2020-04-07 00:00:00: 0.007168817059906241
              - 2020-04-08 00:00:00: -0.015546744447547889
              - 2020-04-09 00:00:00: -0.004566386693563351
              - 2020-04-13 00:00:00: -0.012567519611593969
              - 2020-04-14 00:00:00: -0.03339137590430141
              - 2020-04-15 00:00:00: 0.0065585136806185496
              - 2020-04-16 00:00:00: -0.009052510801256797
              - 2020-04-17 00:00:00: -0.009762622927918407
              - 2020-04-20 00:00:00: -0.014876943158967482
              - 2020-04-21 00:00:00: -0.022022119788605132
              - 2020-04-22 00:00:00: 0.02033464331304624
              - 2020-04-23 00:00:00: -0.0027586751687133093
              - 2020-04-24 00:00:00: 0.020527411302960097
              - 2020-04-27 00:00:00: 0.0005066935501327752
              - 2020-04-28 00:00:00: -0.01162208646147389
              - 2020-04-29 00:00:00: 0.02344056612358636
              - 2020-04-30 00:00:00: 0.015193934434644785
              - 2020-05-01 00:00:00: -0.011662550827831741
              - 2020-05-04 00:00:00: 0.01020356345488782
              - 2020-05-05 00:00:00: 0.010866060741534955
              - 2020-05-06 00:00:00: 0.007500079214638022
              - 2020-05-07 00:00:00: 0.007541186706086833
              - 2020-05-08 00:00:00: 0.015378727269081738
              - 2020-05-11 00:00:00: 0.011566733712752297
              - 2020-05-12 00:00:00: -0.008435273709669122
              - 2020-05-13 00:00:00: -0.008885131222415188
              - 2020-05-14 00:00:00: 0.0045062579882904075
              - 2020-05-15 00:00:00: -0.004343635566324888
              - 2020-05-18 00:00:00: 0.017283303941938888
              - 2020-05-19 00:00:00: -0.0042649377590987525
              - 2020-05-20 00:00:00: 0.014332438129024183
              - 2020-05-21 00:00:00: -0.005522053092372414
              - 2020-05-22 00:00:00: 0.004759480584577203
              - 2020-05-26 00:00:00: -0.005015565977201986
              - 2020-05-27 00:00:00: 0.003220476931702132
              - 2020-05-28 00:00:00: 0.0003257063757022838
              - 2020-05-29 00:00:00: -0.0007208910434717275
              - 2020-06-01 00:00:00: 0.00909916860175719
              - 2020-06-02 00:00:00: 0.0034361658852293253
              - 2020-06-03 00:00:00: 0.0040909168698086695
              - 2020-06-04 00:00:00: -0.006408908179799555
              - 2020-06-05 00:00:00: 0.021147671573236826
              - 2020-06-08 00:00:00: 0.004421665133340857
              - 2020-06-09 00:00:00: 0.02365069568812639
              - 2020-06-10 00:00:00: 0.01941812907337126
              - 2020-06-11 00:00:00: -0.0364606938625911
              - 2020-06-12 00:00:00: 0.006477972629820972
              - 2020-06-15 00:00:00: 0.009299337854471235
              - 2020-06-16 00:00:00: 0.01998855825642587
              - 2020-06-17 00:00:00: -0.001056354985803476
              - 2020-06-18 00:00:00: 0.0003021725070437853
              - 2020-06-19 00:00:00: -0.004336590648597594
              - 2020-06-22 00:00:00: 0.019827069037483103
              - 2020-06-23 00:00:00: 0.01627571800185068
              - 2020-06-24 00:00:00: -0.013527077954899824
              - 2020-06-25 00:00:00: 0.010130765138567144
              - 2020-06-26 00:00:00: -0.02352026142886887
              - 2020-06-29 00:00:00: 0.017511804906248374
              - 2020-06-30 00:00:00: 0.006377339439384011
              - 2020-07-01 00:00:00: -0.0014478512600180071
              - 2020-07-02 00:00:00: 0.0
              - 2020-07-06 00:00:00: 0.020467389418823867
              - 2020-07-07 00:00:00: -0.002388706547862496
              - 2020-07-08 00:00:00: 0.017916841078477574
              - 2020-07-09 00:00:00: 0.0033256574222590984
              - 2020-07-10 00:00:00: 0.0013541026553400837
              - 2020-07-13 00:00:00: -0.003572487797126045
              - 2020-07-14 00:00:00: 0.01280182996674406
              - 2020-07-15 00:00:00: 0.005339965820312598
              - 2020-07-16 00:00:00: -0.00956889753143153
              - 2020-07-17 00:00:00: -0.0015667030937344117
              - 2020-07-20 00:00:00: 0.01633538934685519
              - 2020-07-21 00:00:00: -0.010748204419213647
              - 2020-07-22 00:00:00: 0.0021809959818552827
              - 2020-07-23 00:00:00: -0.035359166180239265
              - 2020-07-24 00:00:00: -0.0019041983635654791
              - 2020-07-27 00:00:00: 0.01820707781536579
              - 2020-07-28 00:00:00: -0.012688093383134147
              - 2020-07-29 00:00:00: 0.014748945737217856
              - 2020-07-30 00:00:00: 0.009350936458447201
              - 2020-07-31 00:00:00: 0.08112299131638356
              - 2020-08-03 00:00:00: 0.01995117733236529
              - 2020-08-04 00:00:00: 0.005314881137675975
              - 2020-08-05 00:00:00: 0.0028886440765358845
              - 2020-08-06 00:00:00: 0.02782505281920522
              - 2020-08-07 00:00:00: -0.019669310953416397
              - 2020-08-10 00:00:00: 0.011614094137033515
              - 2020-08-11 00:00:00: -0.02383238045898728
              - 2020-08-12 00:00:00: 0.026471514620763248
              - 2020-08-13 00:00:00: 0.014189177266528796
              - 2020-08-14 00:00:00: -0.0007170277957012638
              - 2020-08-17 00:00:00: -0.0021001263910560564
              - 2020-08-18 00:00:00: 0.006699416778128242
              - 2020-08-19 00:00:00: 0.0010103943823667194
              - 2020-08-20 00:00:00: 0.0178733379178746
              - 2020-08-21 00:00:00: 0.04168448558884874
              - 2020-08-24 00:00:00: 0.009766075813628428
              - 2020-08-25 00:00:00: -0.00671327211595607
              - 2020-08-26 00:00:00: 0.011111671007640433
              - 2020-08-27 00:00:00: -0.009791842709358067
              - 2020-08-28 00:00:00: -0.0013239364538435439
              - 2020-08-31 00:00:00: 0.027708612370217933
              - 2020-09-01 00:00:00: 0.03274250123043787
              - 2020-09-02 00:00:00: -0.01714752086839355
              - 2020-09-03 00:00:00: -0.06602128890510228
              - 2020-09-04 00:00:00: 0.0005375654488239956
              - 2020-09-08 00:00:00: -0.05466664152612388
              - 2020-09-09 00:00:00: 0.031968742367895375
              - 2020-09-10 00:00:00: -0.02636607459955298
              - 2020-09-11 00:00:00: -0.010535046154244498
              - 2020-09-14 00:00:00: 0.024009866025665128
              - 2020-09-15 00:00:00: 0.0012560863059547511
              - 2020-09-16 00:00:00: 0.019444939839538877
              - 2020-09-17 00:00:00: 0.012237439254588534
              - 2020-09-18 00:00:00: 0.023638664885783367
              - 2020-09-21 00:00:00: -0.021377354755086397
              - 2020-09-22 00:00:00: -0.011663744223719408
              - 2020-09-23 00:00:00: 0.031993414444639434
              - 2020-09-24 00:00:00: -0.007271154728704099
              - 2020-09-25 00:00:00: -0.027033758822388232
              - 2020-09-28 00:00:00: -0.018340777156317767
              - 2020-09-29 00:00:00: 0.006065166996998439
              - 2020-09-30 00:00:00: -0.01191858730027906
              - 2020-10-01 00:00:00: -0.006872754968797246
              - 2020-10-02 00:00:00: 0.02662197328072824
              - 2020-10-05 00:00:00: -0.02393687810853895
              - 2020-10-06 00:00:00: 0.02353726146129631
              - 2020-10-07 00:00:00: -0.013219258584168614
              - 2020-10-08 00:00:00: 0.0007675041163250906
              - 2020-10-09 00:00:00: -0.013943840912639005
              - 2020-10-12 00:00:00: -0.052533895398067076
              - 2020-10-13 00:00:00: -0.022051783719130524
              - 2020-10-14 00:00:00: 0.00034340205507943367
              - 2020-10-15 00:00:00: -0.0018307810114995826
              - 2020-10-16 00:00:00: -0.00645766160771033
              - 2020-10-19 00:00:00: -0.011691606695263923
              - 2020-10-20 00:00:00: 0.005953881319615606
              - 2020-10-21 00:00:00: -0.002475771608991817
              - 2020-10-22 00:00:00: -0.004343368260324776
              - 2020-10-23 00:00:00: -0.002765386023801275
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - positions:
              - Datetime: Data0, cash
              - 2019-12-31: 0.0, 200.0
              - 2020-01-02: 0.0, 200.0
              - 2020-01-03: 0.0, 200.0
              - 2020-01-06: 0.0, 200.0
              - 2020-01-07: 0.0, 200.0
              - 2020-01-08: 0.0, 200.0
              - 2020-01-09: 0.0, 200.0
              - 2020-01-10: 0.0, 200.0
              - 2020-01-13: 0.0, 200.0
              - 2020-01-14: 0.0, 200.0
              - 2020-01-15: 0.0, 200.0
              - 2020-01-16: 0.0, 200.0
              - 2020-01-17: 0.0, 200.0
              - 2020-01-21: 0.0, 200.0
              - 2020-01-22: 0.0, 200.0
              - 2020-01-23: 0.0, 200.0
              - 2020-01-24: 0.0, 200.0
              - 2020-01-27: 0.0, 200.0
              - 2020-01-28: 0.0, 200.0
              - 2020-01-29: 0.0, 200.0
              - 2020-01-30: 0.0, 200.0
              - 2020-01-31: 0.0, 200.0
              - 2020-02-03: 0.0, 200.0
              - 2020-02-04: 0.0, 200.0
              - 2020-02-05: 0.0, 200.0
              - 2020-02-06: 0.0, 200.0
              - 2020-02-07: 0.0, 200.0
              - 2020-02-10: 0.0, 200.0
              - 2020-02-11: 0.0, 200.0
              - 2020-02-12: 0.0, 200.0
              - 2020-02-13: 0.0, 200.0
              - 2020-02-14: 0.0, 200.0
              - 2020-02-18: 0.0, 200.0
              - 2020-02-19: 0.0, 200.0
              - 2020-02-20: 0.0, 200.0
              - 2020-02-21: 0.0, 200.0
              - 2020-02-24: 0.0, 200.0
              - 2020-02-25: 0.0, 200.0
              - 2020-02-26: -146.3249969482422, 343.26499938964844
              - 2020-02-27: -136.75999450683594, 343.26499938964844
              - 2020-02-28: -136.67999267578125, 343.26499938964844
              - 2020-03-02: -149.40499877929688, 343.26499938964844
              - 2020-03-03: -144.66000366210938, 343.26499938964844
              - 2020-03-04: -151.3699951171875, 343.26499938964844
              - 2020-03-05: -146.4600067138672, 343.26499938964844
              - 2020-03-06: -144.51499938964844, 343.26499938964844
              - 2020-03-09: -133.0850067138672, 343.26499938964844
              - 2020-03-10: -142.6699981689453, 343.26499938964844
              - 2020-03-11: -137.71499633789062, 343.26499938964844
              - 2020-03-12: -124.11499786376953, 343.26499938964844
              - 2020-03-13: -138.98500061035156, 343.26499938964844
              - 2020-03-16: -121.1050033569336, 343.26499938964844
              - 2020-03-17: -126.43000030517578, 343.26499938964844
              - 2020-03-18: -123.33499908447266, 343.26499938964844
              - 2020-03-19: -122.38999938964844, 343.26499938964844
              - 2020-03-20: -114.62000274658203, 343.26499938964844
              - 2020-03-23: -112.18499755859375, 343.26499938964844
              - 2020-03-24: -123.44000244140625, 343.26499938964844
              - 2020-03-25: -122.76000213623047, 343.26499938964844
              - 2020-03-26: -129.22000122070312, 343.26499938964844
              - 2020-03-27: -123.87000274658203, 343.26499938964844
              - 2020-03-30: -127.40499877929688, 343.26499938964844
              - 2020-03-31: -127.1449966430664, 343.26499938964844
              - 2020-04-01: -120.45500183105469, 343.26499938964844
              - 2020-04-02: -122.46499633789062, 343.26499938964844
              - 2020-04-03: -120.70500183105469, 343.26499938964844
              - 2020-04-06: -131.23500061035156, 343.26499938964844
              - 2020-04-07: -129.71499633789062, 343.26499938964844
              - 2020-04-08: -133.03500366210938, 343.26499938964844
              - 2020-04-09: -133.9949951171875, 343.26499938964844
              - 2020-04-13: -136.625, 343.26499938964844
              - 2020-04-14: -143.52499389648438, 343.26499938964844
              - 2020-04-15: -142.21499633789062, 343.26499938964844
              - 2020-04-16: 143.34500122070312, 55.88499450683594
              - 2020-04-17: 141.39999389648438, 55.88499450683594
              - 2020-04-20: 138.46499633789062, 55.88499450683594
              - 2020-04-21: 134.18499755859375, 55.88499450683594
              - 2020-04-22: 138.0500030517578, 55.88499450683594
              - 2020-04-23: 137.51499938964844, 55.88499450683594
              - 2020-04-24: 141.48500061035156, 55.88499450683594
              - 2020-04-27: 141.5850067138672, 55.88499450683594
              - 2020-04-28: 139.2899932861328, 55.88499450683594
              - 2020-04-29: 143.86500549316406, 55.88499450683594
              - 2020-04-30: 146.89999389648438, 55.88499450683594
              - 2020-05-01: 144.53500366210938, 55.88499450683594
              - 2020-05-04: 146.5800018310547, 55.88499450683594
              - 2020-05-05: 148.77999877929688, 55.88499450683594
              - 2020-05-06: 150.31500244140625, 55.88499450683594
              - 2020-05-07: 151.8699951171875, 55.88499450683594
              - 2020-05-08: 155.06500244140625, 55.88499450683594
              - 2020-05-11: 157.5050048828125, 55.88499450683594
              - 2020-05-12: 155.7050018310547, 55.88499450683594
              - 2020-05-13: 153.8249969482422, 55.88499450683594
              - 2020-05-14: 154.77000427246094, 55.88499450683594
              - 2020-05-15: 153.85499572753906, 55.88499450683594
              - 2020-05-18: 157.47999572753906, 55.88499450683594
              - 2020-05-19: 156.57000732421875, 55.88499450683594
              - 2020-05-20: 159.61500549316406, 55.88499450683594
              - 2020-05-21: 158.4250030517578, 55.88499450683594
              - 2020-05-22: 159.44500732421875, 55.88499450683594
              - 2020-05-26: 158.36500549316406, 55.88499450683594
              - 2020-05-27: 159.05499267578125, 55.88499450683594
              - 2020-05-28: 159.125, 55.88499450683594
              - 2020-05-29: 158.97000122070312, 55.88499450683594
              - 2020-06-01: 160.9250030517578, 55.88499450683594
              - 2020-06-02: 161.6699981689453, 55.88499450683594
              - 2020-06-03: 162.55999755859375, 55.88499450683594
              - 2020-06-04: 161.16000366210938, 55.88499450683594
              - 2020-06-05: 165.75, 55.88499450683594
              - 2020-06-08: 166.72999572753906, 55.88499450683594
              - 2020-06-09: 171.9949951171875, 55.88499450683594
              - 2020-06-10: 176.4199981689453, 55.88499450683594
              - 2020-06-11: 167.9499969482422, 55.88499450683594
              - 2020-06-12: 169.39999389648438, 55.88499450683594
              - 2020-06-15: 171.4949951171875, 55.88499450683594
              - 2020-06-16: 176.0399932861328, 55.88499450683594
              - 2020-06-17: 175.7949981689453, 55.88499450683594
              - 2020-06-18: 175.86500549316406, 55.88499450683594
              - 2020-06-19: 174.86000061035156, 55.88499450683594
              - 2020-06-22: 179.43499755859375, 55.88499450683594
              - 2020-06-23: 183.26499938964844, 55.88499450683594
              - 2020-06-24: 180.02999877929688, 55.88499450683594
              - 2020-06-25: 182.4199981689453, 55.88499450683594
              - 2020-06-26: 176.81500244140625, 55.88499450683594
              - 2020-06-29: 180.88999938964844, 55.88499450683594
              - 2020-06-30: 182.39999389648438, 55.88499450683594
              - 2020-07-01: 182.05499267578125, 55.88499450683594
              - 2020-07-02: 182.05499267578125, 55.88499450683594
              - 2020-07-06: 186.9250030517578, 55.88499450683594
              - 2020-07-07: 186.34500122070312, 55.88499450683594
              - 2020-07-08: 190.68499755859375, 55.88499450683594
              - 2020-07-09: 191.5050048828125, 55.88499450683594
              - 2020-07-10: 191.83999633789062, 55.88499450683594
              - 2020-07-13: 190.9550018310547, 55.88499450683594
              - 2020-07-14: 194.11500549316406, 55.88499450683594
              - 2020-07-15: 195.4499969482422, 55.88499450683594
              - 2020-07-16: 193.0449981689453, 55.88499450683594
              - 2020-07-17: 192.65499877929688, 55.88499450683594
              - 2020-07-20: 196.71499633789062, 55.88499450683594
              - 2020-07-21: 194.0, 55.88499450683594
              - 2020-07-22: 194.5449981689453, 55.88499450683594
              - 2020-07-23: 185.69000244140625, 55.88499450683594
              - 2020-07-24: 185.22999572753906, 55.88499450683594
              - 2020-07-27: 189.6199951171875, 55.88499450683594
              - 2020-07-28: 186.5050048828125, 55.88499450683594
              - 2020-07-29: 190.0800018310547, 55.88499450683594
              - 2020-07-30: 192.3800048828125, 55.88499450683594
              - 2020-07-31: 212.52000427246094, 55.88499450683594
              - 2020-08-03: 217.875, 55.88499450683594
              - 2020-08-04: 219.3300018310547, 55.88499450683594
              - 2020-08-05: 220.125, 55.88499450683594
              - 2020-08-06: 227.80499267578125, 55.88499450683594
              - 2020-08-07: 222.22500610351562, 55.88499450683594
              - 2020-08-10: 225.4550018310547, 55.88499450683594
              - 2020-08-11: 218.75, 55.88499450683594
              - 2020-08-12: 226.02000427246094, 55.88499450683594
              - 2020-08-13: 230.02000427246094, 55.88499450683594
              - 2020-08-14: 229.81500244140625, 55.88499450683594
              - 2020-08-17: 229.21499633789062, 55.88499450683594
              - 2020-08-18: 231.125, 55.88499450683594
              - 2020-08-19: 231.4149932861328, 55.88499450683594
              - 2020-08-20: 236.5500030517578, 55.88499450683594
              - 2020-08-21: 248.74000549316406, 55.88499450683594
              - 2020-08-24: 251.71499633789062, 55.88499450683594
              - 2020-08-25: 249.64999389648438, 55.88499450683594
              - 2020-08-26: 253.0449981689453, 55.88499450683594
              - 2020-08-27: 250.02000427246094, 55.88499450683594
              - 2020-08-28: 249.61500549316406, 55.88499450683594
              - 2020-08-31: 258.0799865722656, 55.88499450683594
              - 2020-09-01: 268.3599853515625, 55.88499450683594
              - 2020-09-02: 262.79998779296875, 55.88499450683594
              - 2020-09-03: 241.75999450683594, 55.88499450683594
              - 2020-09-04: 241.9199981689453, 55.88499450683594
              - 2020-09-08: 225.63999938964844, 55.88499450683594
              - 2020-09-09: 234.63999938964844, 55.88499450683594
              - 2020-09-10: 226.97999572753906, 55.88499450683594
              - 2020-09-11: 224.0, 55.88499450683594
              - 2020-09-14: 230.72000122070312, 55.88499450683594
              - 2020-09-15: 231.0800018310547, 55.88499450683594
              - 2020-09-16: -224.25999450683594, 516.8050079345703
              - 2020-09-17: -220.67999267578125, 516.8050079345703
              - 2020-09-18: -213.67999267578125, 516.8050079345703
              - 2020-09-21: -220.16000366210938, 516.8050079345703
              - 2020-09-22: -223.6199951171875, 516.8050079345703
              - 2020-09-23: -214.24000549316406, 516.8050079345703
              - 2020-09-24: -216.44000244140625, 516.8050079345703
              - 2020-09-25: -224.55999755859375, 516.8050079345703
              - 2020-09-28: -229.9199981689453, 516.8050079345703
              - 2020-09-29: -228.17999267578125, 516.8050079345703
              - 2020-09-30: -231.6199951171875, 516.8050079345703
              - 2020-10-01: -233.5800018310547, 516.8050079345703
              - 2020-10-02: -226.0399932861328, 516.8050079345703
              - 2020-10-05: -233.0, 516.8050079345703
              - 2020-10-06: -226.32000732421875, 516.8050079345703
              - 2020-10-07: -230.16000366210938, 516.8050079345703
              - 2020-10-08: -229.94000244140625, 516.8050079345703
              - 2020-10-09: -233.94000244140625, 516.8050079345703
              - 2020-10-12: -248.8000030517578, 516.8050079345703
              - 2020-10-13: 121.0999984741211, 140.9950180053711
              - 2020-10-14: 121.19000244140625, 140.9950180053711
              - 2020-10-15: 120.70999908447266, 140.9950180053711
              - 2020-10-16: 119.0199966430664, 140.9950180053711
              - 2020-10-19: 115.9800033569336, 140.9950180053711
              - 2020-10-20: 117.51000213623047, 140.9950180053711
              - 2020-10-21: 116.87000274658203, 140.9950180053711
              - 2020-10-22: 115.75, 140.9950180053711
              - 2020-10-23: 115.04000091552734, 140.9950180053711
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - transactions:
              - date: ['amount', 'price', 'sid', 'symbol', 'value']
              - 2020-02-26 00:00:00: [-2, 71.63249969482422, 0, '', 143.26499938964844]
              - 2020-04-16 00:00:00: [4, 71.84500122070312, 0, '', -287.3800048828125]
              - 2020-09-16 00:00:00: [-4, 115.2300033569336, 0, '', 460.9200134277344]
              - 2020-10-13 00:00:00: [3, 125.2699966430664, 0, '', -375.8099899291992]
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - gross_lev:
              - 2019-12-31 00:00:00: 0.0
              - 2020-01-02 00:00:00: 0.0
              - 2020-01-03 00:00:00: 0.0
              - 2020-01-06 00:00:00: 0.0
              - 2020-01-07 00:00:00: 0.0
              - 2020-01-08 00:00:00: 0.0
              - 2020-01-09 00:00:00: 0.0
              - 2020-01-10 00:00:00: 0.0
              - 2020-01-13 00:00:00: 0.0
              - 2020-01-14 00:00:00: 0.0
              - 2020-01-15 00:00:00: 0.0
              - 2020-01-16 00:00:00: 0.0
              - 2020-01-17 00:00:00: 0.0
              - 2020-01-21 00:00:00: 0.0
              - 2020-01-22 00:00:00: 0.0
              - 2020-01-23 00:00:00: 0.0
              - 2020-01-24 00:00:00: 0.0
              - 2020-01-27 00:00:00: 0.0
              - 2020-01-28 00:00:00: 0.0
              - 2020-01-29 00:00:00: 0.0
              - 2020-01-30 00:00:00: 0.0
              - 2020-01-31 00:00:00: 0.0
              - 2020-02-03 00:00:00: 0.0
              - 2020-02-04 00:00:00: 0.0
              - 2020-02-05 00:00:00: 0.0
              - 2020-02-06 00:00:00: 0.0
              - 2020-02-07 00:00:00: 0.0
              - 2020-02-10 00:00:00: 0.0
              - 2020-02-11 00:00:00: 0.0
              - 2020-02-12 00:00:00: 0.0
              - 2020-02-13 00:00:00: 0.0
              - 2020-02-14 00:00:00: 0.0
              - 2020-02-18 00:00:00: 0.0
              - 2020-02-19 00:00:00: 0.0
              - 2020-02-20 00:00:00: 0.0
              - 2020-02-21 00:00:00: 0.0
              - 2020-02-24 00:00:00: 0.0
              - 2020-02-25 00:00:00: 0.0
              - 2020-02-26 00:00:00: -0.7429927649756017
              - 2020-02-27 00:00:00: -0.662259951444976
              - 2020-02-28 00:00:00: -0.6616162268982635
              - 2020-03-02 00:00:00: -0.7706850217110702
              - 2020-03-03 00:00:00: -0.728380487772647
              - 2020-03-04 00:00:00: -0.7888167578467324
              - 2020-03-05 00:00:00: -0.7441884716570532
              - 2020-03-06 00:00:00: -0.7271194937843947
              - 2020-03-09 00:00:00: -0.6331954103698205
              - 2020-03-10 00:00:00: -0.7112340651598478
              - 2020-03-11 00:00:00: -0.6699829447495254
              - 2020-03-12 00:00:00: -0.5663472370503866
              - 2020-03-13 00:00:00: -0.6803651920935749
              - 2020-03-16 00:00:00: -0.5451251598829697
              - 2020-03-17 00:00:00: -0.583070080194583
              - 2020-03-18 00:00:00: -0.560792065263186
              - 2020-03-19 00:00:00: -0.5541143152898628
              - 2020-03-20 00:00:00: -0.5013011630668361
              - 2020-03-23 00:00:00: -0.4854812042134807
              - 2020-03-24 00:00:00: -0.561537605618483
              - 2020-03-25 00:00:00: -0.5567220864166951
              - 2020-03-26 00:00:00: -0.6037048392913625
              - 2020-03-27 00:00:00: -0.5645981204763119
              - 2020-03-30 00:00:00: -0.5902205059717172
              - 2020-03-31 00:00:00: -0.5883073987934105
              - 2020-04-01 00:00:00: -0.5406175806782543
              - 2020-04-02 00:00:00: -0.5546421858933741
              - 2020-04-03 00:00:00: -0.5423481450177338
              - 2020-04-06 00:00:00: -0.6189454386921671
              - 2020-04-07 00:00:00: -0.6074221235503883
              - 2020-04-08 00:00:00: -0.6328069560279331
              - 2020-04-09 00:00:00: -0.6402971872774061
              - 2020-04-13 00:00:00: -0.6611740244074168
              - 2020-04-14 00:00:00: -0.7185590765461174
              - 2020-04-15 00:00:00: -0.7073613239452633
              - 2020-04-16 00:00:00: 0.7194950775220486
              - 2020-04-17 00:00:00: 0.7167296155722338
              - 2020-04-20 00:00:00: 0.712451777003249
              - 2020-04-21 00:00:00: 0.7059767620361762
              - 2020-04-22 00:00:00: 0.7118364647414845
              - 2020-04-23 00:00:00: 0.7110393160780145
              - 2020-04-24 00:00:00: 0.7168516193474368
              - 2020-04-27 00:00:00: 0.7169950161474103
              - 2020-04-28 00:00:00: 0.7136672319605022
              - 2020-04-29 00:00:00: 0.7202253091021981
              - 2020-04-30 00:00:00: 0.7244125664978419
              - 2020-05-01 00:00:00: 0.7211605876788437
              - 2020-05-04 00:00:00: 0.7239770058150182
              - 2020-05-05 00:00:00: 0.7269440483712538
              - 2020-05-06 00:00:00: 0.7289767442583255
              - 2020-05-07 00:00:00: 0.731005283637367
              - 2020-05-08 00:00:00: 0.7350794249096498
              - 2020-05-11 00:00:00: 0.7381086523891385
              - 2020-05-12 00:00:00: 0.7358807340891839
              - 2020-05-13 00:00:00: 0.733512961785576
              - 2020-05-14 00:00:00: 0.7347084340239814
              - 2020-05-15 00:00:00: 0.7335510770054534
              - 2020-05-18 00:00:00: 0.7380779553128751
              - 2020-05-19 00:00:00: 0.736956089406283
              - 2020-05-20 00:00:00: 0.7406728793186267
              - 2020-05-21 00:00:00: 0.7392329096006983
              - 2020-05-22 00:00:00: 0.7404681464188969
              - 2020-05-26 00:00:00: 0.7391598856157016
              - 2020-05-27 00:00:00: 0.7399972185754577
              - 2020-05-28 00:00:00: 0.7400818755657466
              - 2020-05-29 00:00:00: 0.7398943677450974
              - 2020-06-01 00:00:00: 0.7422397715228386
              - 2020-06-02 00:00:00: 0.743122445412593
              - 2020-06-03 00:00:00: 0.7441690286491118
              - 2020-06-04 00:00:00: 0.7425188556368587
              - 2020-06-05 00:00:00: 0.7478512153228029
              - 2020-06-08 00:00:00: 0.7489612247225638
              - 2020-06-09 00:00:00: 0.7547612908046909
              - 2020-06-10 00:00:00: 0.7594326584929133
              - 2020-06-11 00:00:00: 0.7503294987814646
              - 2020-06-12 00:00:00: 0.751936447683825
              - 2020-06-15 00:00:00: 0.7542220201555876
              - 2020-06-16 00:00:00: 0.7590384932704082
              - 2020-06-17 00:00:00: 0.7587836832115116
