===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,cruceSMA_,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
111,,111,2020-06-09 00:00:00,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,147712400.0,,cruceSMA_,111,737585.0,Broker,111,55.88499450683594,227.87998962402344,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,,112,2020-06-10 00:00:00,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,166651600.0,,cruceSMA_,112,737586.0,Broker,112,55.88499450683594,232.30499267578125,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,,113,2020-06-11 00:00:00,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,201662400.0,,cruceSMA_,113,737587.0,Broker,113,55.88499450683594,223.83499145507812,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,,114,2020-06-12 00:00:00,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,200146000.0,,cruceSMA_,114,737588.0,Broker,114,55.88499450683594,225.2849884033203,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,,115,2020-06-15 00:00:00,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,138808800.0,,cruceSMA_,115,737591.0,Broker,115,55.88499450683594,227.37998962402344,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,,116,2020-06-16 00:00:00,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,165428800.0,,cruceSMA_,116,737592.0,Broker,116,55.88499450683594,231.92498779296875,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,,117,2020-06-17 00:00:00,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,114406400.0,,cruceSMA_,117,737593.0,Broker,117,55.88499450683594,231.67999267578125,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,,118,2020-06-18 00:00:00,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,96820400.0,,cruceSMA_,118,737594.0,Broker,118,55.88499450683594,231.75,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,,119,2020-06-19 00:00:00,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,264476000.0,,cruceSMA_,119,737595.0,Broker,119,55.88499450683594,230.7449951171875,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,,120,2020-06-22 00:00:00,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,135445200.0,,cruceSMA_,120,737598.0,Broker,120,55.88499450683594,235.3199920654297,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,,121,2020-06-23 00:00:00,91.0,93.09500122070312,90.56749725341797,91.63249969482422,212155600.0,,cruceSMA_,121,737599.0,Broker,121,55.88499450683594,239.14999389648438,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,,122,2020-06-24 00:00:00,91.25,92.19750213623047,89.62999725341797,90.01499938964844,192623200.0,,cruceSMA_,122,737600.0,Broker,122,55.88499450683594,235.9149932861328,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,,123,2020-06-25 00:00:00,90.17500305175781,91.25,89.39250183105469,91.20999908447266,137522400.0,,cruceSMA_,123,737601.0,Broker,123,55.88499450683594,238.30499267578125,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,,124,2020-06-26 00:00:00,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,205256800.0,,cruceSMA_,124,737602.0,Broker,124,55.88499450683594,232.6999969482422,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,,125,2020-06-29 00:00:00,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,130646000.0,,cruceSMA_,125,737605.0,Broker,125,55.88499450683594,236.77499389648438,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,,126,2020-06-30 00:00:00,90.0199966430664,91.49500274658203,90.0,91.19999694824219,140223200.0,,cruceSMA_,126,737606.0,Broker,126,55.88499450683594,238.2849884033203,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,,127,2020-07-01 00:00:00,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200.0,,cruceSMA_,127,737607.0,Broker,127,55.88499450683594,237.9399871826172,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,,128,2020-07-02 00:00:00,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600.0,,cruceSMA_,128,737608.0,Broker,128,55.88499450683594,237.9399871826172,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,,129,2020-07-06 00:00:00,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600.0,,cruceSMA_,129,737612.0,Broker,129,55.88499450683594,242.80999755859375,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,,130,2020-07-07 00:00:00,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,112424400.0,,cruceSMA_,130,737613.0,Broker,130,55.88499450683594,242.22999572753906,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,,131,2020-07-08 00:00:00,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000.0,,cruceSMA_,131,737614.0,Broker,131,55.88499450683594,246.5699920654297,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,,132,2020-07-09 00:00:00,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,125642800.0,,cruceSMA_,132,737615.0,Broker,132,55.88499450683594,247.38999938964844,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,,133,2020-07-10 00:00:00,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,90257200.0,,cruceSMA_,133,737616.0,Broker,133,55.88499450683594,247.72499084472656,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,,134,2020-07-13 00:00:00,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,191649200.0,,cruceSMA_,134,737619.0,Broker,134,55.88499450683594,246.83999633789062,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,,135,2020-07-14 00:00:00,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,170989200.0,,cruceSMA_,135,737620.0,Broker,135,55.88499450683594,250.0,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,,136,2020-07-15 00:00:00,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,153198000.0,,cruceSMA_,136,737621.0,Broker,136,55.88499450683594,251.33499145507812,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,,137,2020-07-16 00:00:00,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600.0,,cruceSMA_,137,737622.0,Broker,137,55.88499450683594,248.92999267578125,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,,138,2020-07-17 00:00:00,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,92186800.0,,cruceSMA_,138,737623.0,Broker,138,55.88499450683594,248.5399932861328,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,,139,2020-07-20 00:00:00,96.4175033569336,98.5,96.0625,98.35749816894531,90318000.0,,cruceSMA_,139,737626.0,Broker,139,55.88499450683594,252.59999084472656,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,,140,2020-07-21 00:00:00,99.17250061035156,99.25,96.74250030517578,97.0,103433200.0,,cruceSMA_,140,737627.0,Broker,140,55.88499450683594,249.88499450683594,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,,141,2020-07-22 00:00:00,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,89001600.0,,cruceSMA_,141,737628.0,Broker,141,55.88499450683594,250.42999267578125,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,,142,2020-07-23 00:00:00,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,197004400.0,,cruceSMA_,142,737629.0,Broker,142,55.88499450683594,241.5749969482422,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,,143,2020-07-24 00:00:00,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,185438800.0,,cruceSMA_,143,737630.0,Broker,143,55.88499450683594,241.114990234375,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,,144,2020-07-27 00:00:00,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,121214000.0,,cruceSMA_,144,737633.0,Broker,144,55.88499450683594,245.50498962402344,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,,145,2020-07-28 00:00:00,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,103625600.0,,cruceSMA_,145,737634.0,Broker,145,55.88499450683594,242.38999938964844,BuySell,145,,,Trades - Net Profit/Loss,145,,
146,,146,2020-07-29 00:00:00,93.75,95.2300033569336,93.7125015258789,95.04000091552734,90329200.0,,cruceSMA_,146,737635.0,Broker,146,55.88499450683594,245.96499633789062,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,,147,2020-07-30 00:00:00,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,158130000.0,,cruceSMA_,147,737636.0,Broker,147,55.88499450683594,248.26499938964844,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,,148,2020-07-31 00:00:00,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,374336800.0,,cruceSMA_,148,737637.0,Broker,148,55.88499450683594,268.4049987792969,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,,149,2020-08-03 00:00:00,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,308151200.0,,cruceSMA_,149,737640.0,Broker,149,55.88499450683594,273.75999450683594,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,,150,2020-08-04 00:00:00,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,173071600.0,,cruceSMA_,150,737641.0,Broker,150,55.88499450683594,275.2149963378906,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,,151,2020-08-05 00:00:00,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,121776800.0,,cruceSMA_,151,737642.0,Broker,151,55.88499450683594,276.00999450683594,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,,152,2020-08-06 00:00:00,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,202428800.0,,cruceSMA_,152,737643.0,Broker,152,55.88499450683594,283.6899871826172,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,,153,2020-08-07 00:00:00,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,198045600.0,,cruceSMA_,153,737644.0,Broker,153,55.88499450683594,278.11000061035156,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,,154,2020-08-10 00:00:00,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600.0,,cruceSMA_,154,737647.0,Broker,154,55.88499450683594,281.3399963378906,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,,155,2020-08-11 00:00:00,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400.0,,cruceSMA_,155,737648.0,Broker,155,55.88499450683594,274.63499450683594,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,,156,2020-08-12 00:00:00,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,165598000.0,,cruceSMA_,156,737649.0,Broker,156,55.88499450683594,281.9049987792969,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,,157,2020-08-13 00:00:00,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,210082000.0,,cruceSMA_,157,737650.0,Broker,157,55.88499450683594,285.9049987792969,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,,158,2020-08-14 00:00:00,114.83000183105469,115.0,113.04499816894531,114.90750122070312,165565200.0,,cruceSMA_,158,737651.0,Broker,158,55.88499450683594,285.6999969482422,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,,159,2020-08-17 00:00:00,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600.0,,cruceSMA_,159,737654.0,Broker,159,55.88499450683594,285.09999084472656,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,,160,2020-08-18 00:00:00,114.35250091552734,116.0,114.00749969482422,115.5625,105633600.0,,cruceSMA_,160,737655.0,Broker,160,55.88499450683594,287.00999450683594,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,,161,2020-08-19 00:00:00,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000.0,,cruceSMA_,161,737656.0,Broker,161,55.88499450683594,287.29998779296875,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,,162,2020-08-20 00:00:00,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200.0,,cruceSMA_,162,737657.0,Broker,162,55.88499450683594,292.43499755859375,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,,163,2020-08-21 00:00:00,119.26249694824219,124.86750030517578,119.25,124.37000274658203,338054800.0,,cruceSMA_,163,737658.0,Broker,163,55.88499450683594,304.625,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,,164,2020-08-24 00:00:00,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600.0,,cruceSMA_,164,737661.0,Broker,164,55.88499450683594,307.59999084472656,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,,165,2020-08-25 00:00:00,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,211495600.0,,cruceSMA_,165,737662.0,Broker,165,55.88499450683594,305.5349884033203,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,,166,2020-08-26 00:00:00,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,163022400.0,,cruceSMA_,166,737663.0,Broker,166,55.88499450683594,308.92999267578125,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,,167,2020-08-27 00:00:00,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,155552400.0,,cruceSMA_,167,737664.0,Broker,167,55.88499450683594,305.9049987792969,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,,168,2020-08-28 00:00:00,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,187630000.0,,cruceSMA_,168,737665.0,Broker,168,55.88499450683594,305.5,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,,169,2020-08-31 00:00:00,127.58000183105469,131.0,126.0,129.0399932861328,225702700.0,,cruceSMA_,169,737668.0,Broker,169,55.88499450683594,313.96498107910156,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,,170,2020-09-01 00:00:00,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,151948100.0,,cruceSMA_,170,737669.0,Broker,170,55.88499450683594,324.24497985839844,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,,171,2020-09-02 00:00:00,137.58999633789062,137.97999572753906,127.0,131.39999389648438,200119000.0,,cruceSMA_,171,737670.0,Broker,171,55.88499450683594,318.6849822998047,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,,172,2020-09-03 00:00:00,126.91000366210938,128.83999633789062,120.5,120.87999725341797,257599600.0,,cruceSMA_,172,737671.0,Broker,172,55.88499450683594,297.6449890136719,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,,173,2020-09-04 00:00:00,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,332607200.0,,cruceSMA_,173,737672.0,Broker,173,55.88499450683594,297.80499267578125,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,,174,2020-09-08 00:00:00,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,231366600.0,,cruceSMA_,174,737676.0,Broker,174,55.88499450683594,281.5249938964844,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,,175,2020-09-09 00:00:00,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,176940500.0,,cruceSMA_,175,737677.0,Broker,175,55.88499450683594,290.5249938964844,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,,176,2020-09-10 00:00:00,120.36000061035156,120.5,112.5,113.48999786376953,182274400.0,,cruceSMA_,176,737678.0,Broker,176,55.88499450683594,282.864990234375,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,,177,2020-09-11 00:00:00,114.56999969482422,115.2300033569336,110.0,112.0,180860300.0,,cruceSMA_,177,737679.0,Broker,177,55.88499450683594,279.88499450683594,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,,178,2020-09-14 00:00:00,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,140150100.0,,cruceSMA_,178,737682.0,Broker,178,55.88499450683594,286.60499572753906,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,,179,2020-09-15 00:00:00,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,184642000.0,,cruceSMA_,179,737683.0,Broker,179,55.88499450683594,286.9649963378906,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,,180,2020-09-16 00:00:00,115.2300033569336,116.0,112.04000091552734,112.12999725341797,154679000.0,,cruceSMA_,180,737684.0,Broker,180,516.8050079345703,292.5450134277344,BuySell,180,,117.74,Trades - Net Profit/Loss,180,86.77000427246094,
181,,181,2020-09-17 00:00:00,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,178011000.0,,cruceSMA_,181,737685.0,Broker,181,516.8050079345703,296.12501525878906,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,,182,2020-09-18 00:00:00,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,287104900.0,,cruceSMA_,182,737686.0,Broker,182,516.8050079345703,303.12501525878906,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,,183,2020-09-21 00:00:00,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,195713800.0,,cruceSMA_,183,737689.0,Broker,183,516.8050079345703,296.64500427246094,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,,184,2020-09-22 00:00:00,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,183055400.0,,cruceSMA_,184,737690.0,Broker,184,516.8050079345703,293.1850128173828,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,,185,2020-09-23 00:00:00,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,150718700.0,,cruceSMA_,185,737691.0,Broker,185,516.8050079345703,302.56500244140625,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,,186,2020-09-24 00:00:00,105.16999816894531,110.25,105.0,108.22000122070312,167743300.0,,cruceSMA_,186,737692.0,Broker,186,516.8050079345703,300.36500549316406,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,,187,2020-09-25 00:00:00,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,149981400.0,,cruceSMA_,187,737693.0,Broker,187,516.8050079345703,292.24501037597656,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,,188,2020-09-28 00:00:00,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,137672400.0,,cruceSMA_,188,737696.0,Broker,188,516.8050079345703,286.885009765625,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,,189,2020-09-29 00:00:00,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,99382200.0,,cruceSMA_,189,737697.0,Broker,189,516.8050079345703,288.62501525878906,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,,190,2020-09-30 00:00:00,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,142675200.0,,cruceSMA_,190,737698.0,Broker,190,516.8050079345703,285.1850128173828,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,,191,2020-10-01 00:00:00,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,116120400.0,,cruceSMA_,191,737699.0,Broker,191,516.8050079345703,283.2250061035156,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,,192,2020-10-02 00:00:00,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,144712000.0,,cruceSMA_,192,737700.0,Broker,192,516.8050079345703,290.7650146484375,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,,193,2020-10-05 00:00:00,113.91000366210938,116.6500015258789,113.55000305175781,116.5,106243800.0,,cruceSMA_,193,737703.0,Broker,193,516.8050079345703,283.8050079345703,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,,194,2020-10-06 00:00:00,115.69999694824219,116.12000274658203,112.25,113.16000366210938,161498200.0,,cruceSMA_,194,737704.0,Broker,194,516.8050079345703,290.48500061035156,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,,195,2020-10-07 00:00:00,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,96849000.0,,cruceSMA_,195,737705.0,Broker,195,516.8050079345703,286.64500427246094,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,,196,2020-10-08 00:00:00,116.25,116.4000015258789,114.58999633789062,114.97000122070312,83477200.0,,cruceSMA_,196,737706.0,Broker,196,516.8050079345703,286.86500549316406,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,,197,2020-10-09 00:00:00,115.27999877929688,117.0,114.91999816894531,116.97000122070312,100506900.0,,cruceSMA_,197,737707.0,Broker,197,516.8050079345703,282.86500549316406,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,,198,2020-10-12 00:00:00,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,240226800.0,,cruceSMA_,198,737710.0,Broker,198,516.8050079345703,268.0050048828125,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,,199,2020-10-13 00:00:00,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,262330500.0,,cruceSMA_,199,737711.0,Broker,199,140.9950180053711,262.0950164794922,BuySell,199,117.85525150299073,,Trades - Net Profit/Loss,199,,-20.079986572265625
200,,200,2020-10-14 00:00:00,121.0,123.02999877929688,119.62000274658203,121.19000244140625,150712000.0,,cruceSMA_,200,737712.0,Broker,200,140.9950180053711,262.18502044677734,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,,201,2020-10-15 00:00:00,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,112559200.0,,cruceSMA_,201,737713.0,Broker,201,140.9950180053711,261.70501708984375,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,,202,2020-10-16 00:00:00,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,115393800.0,,cruceSMA_,202,737714.0,Broker,202,140.9950180053711,260.0150146484375,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,,203,2020-10-19 00:00:00,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,120639300.0,,cruceSMA_,203,737717.0,Broker,203,140.9950180053711,256.9750213623047,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,,204,2020-10-20 00:00:00,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,124423700.0,,cruceSMA_,204,737718.0,Broker,204,140.9950180053711,258.50502014160156,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,,205,2020-10-21 00:00:00,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,89946000.0,,cruceSMA_,205,737719.0,Broker,205,140.9950180053711,257.8650207519531,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,,206,2020-10-22 00:00:00,117.44999694824219,118.04000091552734,114.58999633789062,115.75,101988000.0,,cruceSMA_,206,737720.0,Broker,206,140.9950180053711,256.7450180053711,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,,207,2020-10-23 00:00:00,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,82572600.0,,cruceSMA_,207,737721.0,Broker,207,140.9950180053711,256.03501892089844,BuySell,207,,,Trades - Net Profit/Loss,207,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - cruceSMA_:
      *************************************************************************
      - Params:
        - slow: 30
        - fast: 9
      *************************************************************************
      - Indicators:
        .......................................................................
        - SMA:
          - Lines: sma
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - period: 30
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 200
          - End: 256.03501892089844
        .......................................................................
        - pyfolio:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: 5
            - compression: 1
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
